#  /links/groups/borgwardt/Data/ms_diagnostics/USB/2015-01-12-monthly_added_not_renamed/ea3b7d56-a877-496f-8486-67e81a549215/0a0bd2d6-8662-49e2-b0c6-7cb5f7af8e5e/0_A11/1/1SLin/fid
#  0a0bd2d6-8662-49e2-b0c6-7cb5f7af8e5e
"mass.spectra." "intensity.spectra."
2000.05892609909 7.86020506511146e-05
2000.47844876845 6.76973982320283e-05
2000.89801557335 5.34036306339355e-05
2001.31762651399 5.09160479451342e-05
2001.73728159026 4.40216689214523e-05
2002.1569808022 4.10408068838382e-05
2002.57672414986 4.77501277045776e-05
2002.99651163344 4.70146451732457e-05
2003.41634325283 4.63214441484578e-05
2003.83621900823 3.58074798167903e-05
2004.25613889936 4.44946065766784e-05
2004.67610292659 4.96649936163383e-05
2005.09611108981 4.89329300964067e-05
2005.51616338905 4.88511899733093e-05
2005.93625982453 3.82011469014289e-05
2006.35640039613 2.39837673824784e-05
2006.77658510389 1.9030690935072e-05
2007.19681394802 2.81310111380395e-05
2007.61708692823 3.50078396658624e-05
2008.03740404491 3.24256172967812e-05
2008.45776529809 3.3457550432798e-05
2008.87817068765 3.19186727134693e-05
2009.29862021348 2.52799241314281e-05
2009.71911387594 2.72413349298234e-05
2010.13965167509 2.52940130311729e-05
2010.5602336108 3.48610432788502e-05
2010.98085968312 4.64304166294326e-05
2011.40152989225 5.31461177675998e-05
2011.82224423791 5.67402491736776e-05
2012.24300272048 6.2225226330004e-05
2012.66380533984 7.34753920532858e-05
2013.08465209619 7.78798191859938e-05
2013.50554298941 7.88879712925365e-05
2013.92647801955 8.36165865968257e-05
2014.34745718666 8.61491378971483e-05
2014.76848049094 8.6190029939212e-05
2015.18954793227 9.38763490832016e-05
2015.6106595107 9.44490915080885e-05
2016.03181522643 8.81967330052395e-05
2016.45301507935 8.42176712116933e-05
2016.87425906951 8.25848256281459e-05
2017.29554719693 7.33667724651822e-05
2017.71687946201 5.98805337395259e-05
2018.13825586429 5.37189118954413e-05
2018.55967640397 5.55092708604272e-05
2018.98114108111 5.73440361463235e-05
2019.40264989608 4.99073585290865e-05
2019.82420284842 4.49385824467352e-05
2020.24579993852 2.98232666141273e-05
2020.66744116625 2.09228912321685e-05
2021.08912653166 1.83275154176893e-05
2021.51085603495 1.84960133221014e-05
2021.93262967584 1.75995007052842e-05
2022.35444745488 1.7125225055902e-05
2022.7763093716 9.89252067110584e-06
2023.19821542638 9.65775529443887e-07
2023.62016561911 0
2024.04215995 5.1523118504777e-06
2024.46419841875 1.34106478529502e-05
2024.88628102575 1.49167219370596e-05
2025.30840777103 1.84491633050127e-05
2025.73057865448 2.34600499540252e-05
2026.15279367614 3.14171483892617e-05
2026.57505283605 4.03518152299912e-05
2026.99735613443 5.86306726844276e-05
2027.41970357116 5.76148163534185e-05
2027.84209514627 5.66531149436371e-05
2028.26453085999 5.74648300726691e-05
2028.68701071218 5.42234335009524e-05
2029.1095347029 6.46188142871691e-05
2029.53210283235 8.32067279330041e-05
2029.95471510041 0.000107305535475052
2030.37737150713 0.00013587207364852
2030.80007205271 0.000174895634588509
2031.22281673705 0.000215134611720177
2031.64560556017 0.000259633561071002
2032.06843852229 0.000304491371598676
2032.49131562329 0.000343022948599915
2032.91423686322 0.000369608992792541
2033.33720224228 0.000378865810177604
2033.76021176035 0.000383191594791025
2034.18326541749 0.000376015340503458
2034.60636321372 0.000363633058980017
2035.02950514943 0.000342935155330196
2035.45269122417 0.000308591175572868
2035.87592143815 0.00025757924407285
2036.29919579173 0.000206749872955716
2036.72251428448 0.000152381750284437
2037.14587691676 0.000103276207725744
2037.56928368829 6.41427301039625e-05
2037.99273459961 3.73033406487461e-05
2038.41622965044 1.84807640445289e-05
2038.83976884081 1.21887977226591e-05
2039.26335217078 1.15451535072215e-05
2039.68697964054 3.89825200596881e-06
2040.11065124999 0
2040.53436699917 3.0593255320512e-06
2040.95812688845 4.17492696210086e-06
2041.38193091738 1.12555034885683e-05
2041.80577908617 1.47012560458944e-05
2042.22967139503 1.70607575635165e-05
2042.65360784384 1.75099462601188e-05
2043.0775884328 2.30252598041566e-05
2043.50161316181 2.65347162232495e-05
2043.9256820309 2.52829858212295e-05
2044.34979504028 2.83937484951742e-05
2044.77395218984 3.6740844945663e-05
2045.19815347961 4.40368484585278e-05
2045.62239890981 5.21723907610564e-05
2046.04668848031 6.31286438782767e-05
2046.47102219117 8.28408766819987e-05
2046.89540004258 0.000102742228561186
2047.31982203444 0.000120034927957004
2047.74428816694 0.000134785320055852
2048.16879843998 0.000145514804406245
2048.59335285358 0.000151722719940898
2049.01795140797 0.000160847649062108
2049.44259410303 0.000164380335412452
2049.86728093879 0.000169684991036421
2050.29201191546 0.00016044342609531
2050.71678703294 0.000141898837333487
2051.14160629125 0.000125093228167978
2051.56646969061 0.000108085784061219
2051.99137723108 9.2958330105092e-05
2052.41632891234 7.74600925426852e-05
2052.8413247348 6.30946680380089e-05
2053.26636469831 5.51992868761454e-05
2053.69144880311 4.90181375596855e-05
2054.11657704905 4.59712887543335e-05
2054.54174943636 4.71657957630308e-05
2054.96696596474 5.16805770832628e-05
2055.39222663474 5.79824086276616e-05
2055.81753144591 6.10538846484769e-05
2056.24288039861 6.8559705709696e-05
2056.66827349291 6.69033231156526e-05
2057.09371072867 6.71931895878863e-05
2057.51919210593 7.61491675418563e-05
2057.94471762475 7.7100984208478e-05
2058.37028728534 7.34513164557627e-05
2058.79590108773 6.17419880281389e-05
2059.22155903165 5.40405537314408e-05
2059.64726111746 3.95925639746392e-05
2060.07300734522 1.76351969123713e-05
2060.4987977148 1.04916060854421e-05
2060.92463222624 1.4486454276731e-05
2061.35051087976 3.37593134979701e-05
2061.77643367524 7.70666747146719e-05
2062.20240061271 0.00014015581422836
2062.62841169239 0.000217796213545799
2063.05446691417 0.000299515436167198
2063.48056627824 0.000380856430397087
2063.90670978449 0.000466908991262104
2064.33289743296 0.000553506652939978
2064.75912922386 0.000636884345599954
2065.18540515708 0.000710462435682135
2065.61172523282 0.000765090544556534
2066.03808945096 0.000785640787984505
2066.46449781171 0.000777282676141193
2066.89095031478 0.000751404641321716
2067.31744696056 0.000704036655726797
2067.74398774908 0.000633689797929665
2068.17057268022 0.000541581595013222
2068.5972017542 0.000444305691780634
2069.02387497072 0.000361178222678306
2069.45059233034 0.000294916904358361
2069.87735383259 0.00023539407490133
2070.30415947785 0.000190119593376753
2070.73100926617 0.00015771263828438
2071.15790319742 0.000131228888843042
2071.58484127166 0.000107460070752162
2072.01182348908 8.91564905145326e-05
2072.43884984958 8.23199134484766e-05
2072.86592035335 8.26666380926905e-05
2073.29303500028 7.90169556195021e-05
2073.72019379042 7.95181542728029e-05
2074.14739672397 6.53815835599156e-05
2074.57464380081 4.82346106250618e-05
2075.00193502115 3.43202208626882e-05
2075.42927038488 2.40419665354381e-05
2075.8566498922 1.46399225356647e-05
2076.28407354282 2.05997394138431e-06
2076.71154133729 0
2077.13905327532 1.36169491996462e-06
2077.56660935695 1.67265824928567e-05
2077.99420958223 3.75226113654091e-05
2078.42185395137 5.42896829631442e-05
2078.84954246442 8.11563025735508e-05
2079.27727512125 0.000114041079098437
2079.7050519219 0.000143419859980782
2080.13287286659 0.000167602544007626
2080.5607379552 0.000190359915643879
2080.98864718794 0.000215514522498571
2081.41660056468 0.000233134175437655
2081.84459808564 0.000239828977833424
2082.27263975052 0.000239495761619058
2082.70072555988 0.000232758875856453
2083.12885551325 0.000222879710629113
2083.55702961118 0.000208999006506971
2083.98524785322 0.000193385197307029
2084.41351023975 0.000173131080037652
2084.8418167708 0.000150091956572501
2085.27016744626 0.000135340274598273
2085.69856226617 0.000129910113504607
2086.12700123074 0.000137978755367633
2086.55548434003 0.000137964439571417
2086.98401159389 0.000140526461027951
2087.41258299238 0.000150808410332741
2087.84119853555 0.000158125188603067
2088.26985822377 0.000168669566702231
2088.69856205658 0.000164987153964011
2089.12731003437 0.000162681335320423
2089.55610215701 0.000162683230917259
2089.98493842489 0.000156318769548786
2090.41381883753 0.000148173802458406
2090.84274339516 0.000136631423482632
2091.27171209816 0.000130766909503407
2091.70072494623 0.000122531353709499
2092.12978193942 0.000112471814839157
2092.55888307777 9.41330956921497e-05
2092.98802836167 7.4502041965537e-05
2093.41721779065 5.82585128597037e-05
2093.8464513651 4.91594735369235e-05
2094.27572908489 4.5524984553143e-05
2094.70505095023 4.48836576539859e-05
2095.13441696117 3.36276671918192e-05
2095.56382711742 2.55409702833677e-05
2095.99328141936 1.90481987679064e-05
2096.4227798672 1.48964014709811e-05
2096.85232246048 1.00934711935234e-05
2097.28190919941 2.53969284421594e-06
2097.71154008438 4.60166080470145e-06
2098.14121511493 1.0740140021516e-05
2098.57093429143 1.47232342387509e-05
2099.00069761393 1.7547362596547e-05
2099.4305050823 2.03775508847228e-05
2099.8603566966 2.76963204808975e-05
2100.29025245703 3.33092252812165e-05
2100.72019236348 4.03230119929111e-05
2101.15017641631 4.92523577076891e-05
2101.58020461508 6.89405213342445e-05
2102.01027696015 8.48837375631529e-05
2102.44039345159 9.8465456202322e-05
2102.87055408909 0.00011596677559242
2103.30075887303 0.000141068508741948
2103.73100780347 0.000158022294945731
2104.16130088044 0.000167296539845204
2104.59163810366 0.000177674214684522
2105.0220194735 0.000185082640987728
2105.45244499001 0.000188597344229726
2105.88291465306 0.00018369759483123
2106.31342846287 0.000170819091579281
2106.74398641932 0.000153695608996111
2107.17458852261 0.000131532529360611
2107.60523477263 0.000111535525469751
2108.03592516942 9.3423433109877e-05
2108.46665971318 7.28182689754651e-05
2108.89743840398 5.11553589809072e-05
2109.32826124167 3.28326169949866e-05
2109.75912822631 2.07348041054464e-05
2110.19003935811 1.42607051094157e-05
2110.62099463712 1.14305679221522e-05
2111.0519940632 1.24214156466589e-05
2111.48303763641 2.20307943013424e-05
2111.91412535713 3.57889293755659e-05
2112.34525722489 3.78147776273296e-05
2112.77643324008 3.74771180779474e-05
2113.20765340257 3.76088558507601e-05
2113.63891771275 3.06970751818814e-05
2114.07022617015 2.81391611618787e-05
2114.50157877516 2.40305481142232e-05
2114.93297552764 2.19490175378586e-05
2115.364416428 1.83224566189992e-05
2115.79590147575 1.96560652923688e-05
2116.22743067128 2.19058927161907e-05
2116.65900401448 2.31512178121972e-05
2117.09062150572 2.98999176926989e-05
2117.52228314453 3.38046402411174e-05
2117.95398893131 4.12803537662151e-05
2118.3857388661 6.18104819916206e-05
2118.81753294877 8.71166742575119e-05
2119.24937117936 0.000111949267845262
2119.6812535581 0.000125113375788355
2120.11318008502 0.000134219854591802
2120.54515076001 0.000140810092871426
2120.97716558326 0.000145598868776282
2121.4092245545 0.000148025209815036
2121.84132767444 0.000150137885947199
2122.27347494228 0.000146168025866812
2122.70566635874 0.000137062916208316
2123.1379019237 0.000121246036540631
2123.57018163687 0.000105484524994762
2124.00250549861 8.18252326292407e-05
2124.434873509 6.72505417155364e-05
2124.86728566788 5.25132297950292e-05
2125.29974197549 4.2795910403455e-05
2125.73224243169 3.6356402962725e-05
2126.16478703671 3.07534560241673e-05
2126.59737579057 2.86447497013392e-05
2127.030008693 3.00426990827649e-05
2127.46268574437 2.01969693075952e-05
2127.8954069449 1.33864138667996e-05
2128.32817229412 4.55736503471577e-06
2128.76098179241 0
2129.19383543966 6.83645602675696e-06
2129.62673323625 1.98717719011425e-05
2130.05967518171 2.64322330088477e-05
2130.49266127642 3.29913011861324e-05
2130.92569152043 3.48401069163811e-05
2131.35876591362 4.19505731605045e-05
2131.7918844562 5.07468144138978e-05
2132.22504714804 7.53011452922809e-05
2132.65825398936 0.000103360104329895
2133.09150498003 0.000143922591630141
2133.52480012027 0.000182037897173843
2133.95813940995 0.000218542407331245
2134.39152284929 0.000251384595020379
2134.82495043833 0.000292672569971549
2135.25842217678 0.000321214474252756
2135.69193806519 0.000337905132847931
2136.12549810326 0.000339409788822879
2136.55910229121 0.000336002956186966
