class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6862725615501404,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.6675596237182617,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.8289846777915955,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.7924528121948242,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.6666666865348816,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.5679641366004944,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5681765675544739,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.7833953499794006,716,2159
Cefuroxime,0.45999160408973694,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6602151989936829,396,3385
Clarithromycin,0.6825205087661743,215,835
Clindamycin,0.8884764909744263,397,826
Colistin,0.0,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.7829137444496155,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.5575776696205139,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.6928104162216187,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.796973466873169,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.5367308259010315,31,714
Gentamicin,0.3492869436740875,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.7990919351577759,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.8563596606254578,3,304
Meropenem,0.5,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.45145630836486816,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.11742424964904785,4,66
Mupirocin,0.6732710003852844,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.897346019744873,325,1426
Norfloxacin,0.5065215229988098,191,1140
Novobiocin,0.5929340124130249,7,93
Oxacillin,0.9258825778961182,710,851
Penicillin,0.577897846698761,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6140403151512146,309,2185
Polymyxin B,0.2187211662530899,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7277486324310303,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.4914934039115906,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8875789642333984,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.6705469489097595,,
macro,0.4957986282913581,,
