class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.631291389465332,34,1981
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8195778131484985,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.592686653137207,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,0.4178970158100128,145,142
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,0.5226715803146362,24,204
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.690151035785675,337,6607
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,0.4583333134651184,1,24
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6950842142105103,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.69366055727005,529,6089
Cefuroxime,NaN,NaN,NaN
Chloramphenicol,0.12000000476837158,1,25
Ciprofloxacin,0.6942553520202637,1141,8676
Clarithromycin,NaN,NaN,NaN
Clindamycin,0.6718834042549133,136,218
Colistin,0.5155746936798096,19,294
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.0,1280,0
Daptomycin,0.5525078177452087,44,348
Doxycycline,NaN,NaN,NaN
Ertapenem,0.5995042324066162,119,6478
Erythromycin,0.6532554626464844,702,1729
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6744138598442078,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN
Gentamicin,0.7104138135910034,495,9531
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.919231116771698,552,6263
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.6138885021209717,47,163
Linezolid,0.23279747366905212,4,3328
Meropenem,0.8579294681549072,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN
Penicillin,0.5640478134155273,1826,349
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.5465615391731262,33,219
Piperacillin-Tazobactam,0.6619367599487305,573,6284
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7634989023208618,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.5013440847396851,8,279
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7557579278945923,299,2747
Ticarcillin,0.4870295822620392,161,68
Ticarcillin-Clavulan acid,0.5187169909477234,104,131
Tigecycline,0.7770711183547974,2,3066
Tobramycin,0.6317891478538513,12,313
Vancomycin,0.6431360840797424,17,3314
Voriconazole,NaN,NaN,NaN
micro,0.8244659900665283,,
macro,0.5767971064363208,,
