class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6355969905853271,34,1981
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8175442218780518,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.5228450298309326,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,0.466925710439682,145,142
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,0.5533087849617004,24,204
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.6914804577827454,337,6607
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,0.5416666269302368,1,24
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6868327260017395,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.6926578283309937,529,6089
Cefuroxime,NaN,NaN,NaN
Chloramphenicol,0.9999999403953552,1,25
Ciprofloxacin,0.7044039368629456,1141,8676
Clarithromycin,NaN,NaN,NaN
Clindamycin,0.6257083415985107,136,218
Colistin,0.5531685948371887,19,294
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.0,1280,0
Daptomycin,0.5926070213317871,44,348
Doxycycline,NaN,NaN,NaN
Ertapenem,0.5920063257217407,119,6478
Erythromycin,0.6546164751052856,702,1729
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6942138075828552,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN
Gentamicin,0.7179458141326904,495,9531
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.9190416932106018,552,6263
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.5922203660011292,47,163
Linezolid,0.35231369733810425,4,3328
Meropenem,0.860031247138977,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN
Penicillin,0.5910329818725586,1826,349
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.4308841824531555,33,219
Piperacillin-Tazobactam,0.6550800800323486,573,6284
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.8238398432731628,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.4233871102333069,8,279
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7549335956573486,299,2747
Ticarcillin,0.49314942955970764,161,68
Ticarcillin-Clavulan acid,0.44920724630355835,104,131
Tigecycline,0.8000652194023132,2,3066
Tobramycin,0.5231629610061646,12,313
Vancomycin,0.717810332775116,17,3314
Voriconazole,NaN,NaN,NaN
micro,0.8263483047485352,,
macro,0.6037053891590664,,
