class,ROCAUC,n_positives,n_negatives
Amikacin,0.8450122475624084,210,4174
Amoxicillin-Clavulanic acid,0.9202288389205933,2657,4976
Ampicillin,0.9026870727539062,1755,876
Ampicillin-Amoxicillin,0.9428772926330566,4299,966
Aztreonam,0.8490058183670044,118,104
Benzylpenicillin,0.9593372941017151,136,83
Cefazolin,0.9424190521240234,812,1171
Cefepime,0.9133269190788269,1458,6329
Cefpodoxime,0.9384558796882629,490,843
Ceftazidime,0.8132402896881104,687,4916
Ceftriaxone,0.8991725444793701,1702,5646
Cefuroxime,0.9235508441925049,1129,1694
Ciprofloxacin,0.8784079551696777,1826,7390
Clarithromycin,0.813058078289032,64,252
Clindamycin,0.8676730990409851,882,1964
Colistin,0.9877052903175354,540,3134
Cotrimoxazole,0.9075731635093689,1523,4835
Ertapenem,0.9009313583374023,87,4291
Erythromycin,0.8343162536621094,1065,1805
Fosfomycin,0.8829187154769897,467,2096
Fosfomycin-Trometamol,0.8400852680206299,267,948
Fusidic acid,0.8762962818145752,673,1742
Gentamicin,0.9156392216682434,700,4600
Imipenem,0.9650341272354126,1480,6368
Levofloxacin,0.8948691487312317,871,3524
Meropenem,0.9633046388626099,1001,5415
Mupirocin,0.989429771900177,125,968
Nitrofurantoin,0.9720929861068726,254,724
Norfloxacin,0.8475372791290283,230,1415
Oxacillin,0.942864716053009,1077,1582
Penicillin,0.9255549311637878,2424,887
Piperacillin-Tazobactam,0.8803649544715881,1468,6300
Polymyxin B,0.9982205033302307,96,480
Rifampicin,0.9067973494529724,117,2991
Teicoplanin,0.9821814298629761,46,1730
Tetracycline,0.900073230266571,654,2093
Tobramycin,0.8491464257240295,350,3299
Vancomycin,0.9539772272109985,45,4125
micro,0.9359802007675171,,
macro,0.9085623025894165,,
