class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3656808137893677,0.047901459854014596,210,4174
Amoxicillin-Clavulanic acid,0.8958871364593506,0.34809380322284816,2657,4976
Ampicillin,0.9478340148925781,0.6670467502850627,1755,876
Ampicillin-Amoxicillin,0.9859032034873962,0.8165242165242165,4299,966
Aztreonam,0.8657869100570679,0.5315315315315315,118,104
Benzylpenicillin,0.9721992015838623,0.6210045662100456,136,83
Cefazolin,0.9253476858139038,0.40948058497226425,812,1171
Cefepime,0.8068013191223145,0.18723513548221396,1458,6329
Cefpodoxime,0.9296318292617798,0.3675918979744936,490,843
Ceftazidime,0.5117413401603699,0.12261288595395324,687,4916
Ceftriaxone,0.8202183842658997,0.2316276537833424,1702,5646
Cefuroxime,0.9033831357955933,0.39992915338292595,1129,1694
Ciprofloxacin,0.7386378645896912,0.19813368055555555,1826,7390
Clarithromycin,0.6281607747077942,0.20253164556962025,64,252
Clindamycin,0.7699415683746338,0.30990864371047083,882,1964
Colistin,0.977965772151947,0.14697876973326074,540,3134
Cotrimoxazole,0.8082759380340576,0.23954073608052848,1523,4835
Ertapenem,0.3648158609867096,0.019872087711283692,87,4291
Erythromycin,0.761416494846344,0.3710801393728223,1065,1805
Fosfomycin,0.7106325626373291,0.18220834959032384,467,2096
Fosfomycin-Trometamol,0.654410719871521,0.21975308641975308,267,948
Fusidic acid,0.7487251162528992,0.27867494824016564,673,1742
Gentamicin,0.775869607925415,0.1320754716981132,700,4600
Imipenem,0.9053267240524292,0.18858307849133538,1480,6368
Levofloxacin,0.770062267780304,0.19817974971558588,871,3524
Meropenem,0.8756594061851501,0.15601620947630923,1001,5415
Mupirocin,0.9770625829696655,0.11436413540713632,125,968
Nitrofurantoin,0.9361816644668579,0.25971370143149286,254,724
Norfloxacin,0.5770938396453857,0.1398176291793313,230,1415
Oxacillin,0.9262004494667053,0.4050394885295224,1077,1582
Penicillin,0.9673373103141785,0.7321051041981275,2424,887
Piperacillin-Tazobactam,0.7559108734130859,0.1889804325437693,1468,6300
Polymyxin B,0.9875640273094177,0.16666666666666666,96,480
Rifampicin,0.6600033044815063,0.037644787644787646,117,2991
Teicoplanin,0.6218154430389404,0.0259009009009009,46,1730
Tetracycline,0.8073145151138306,0.23807790316709138,654,2093
Tobramycin,0.4558265209197998,0.0959166895039737,350,3299
Vancomycin,0.8250457048416138,0.01079136690647482,45,4125
micro,0.8720576763153076,0.24042669778894257,,
macro,0.7873071549754393,NaN,,
