class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3559437394142151,0.045372050816696916,200,4208
Amoxicillin-Clavulanic acid,0.9016987085342407,0.35104166666666664,2696,4984
Ampicillin,0.9557081460952759,0.6823575949367089,1725,803
Ampicillin-Amoxicillin,0.9878734350204468,0.8165548098434005,4380,984
Aztreonam,0.8644009232521057,0.6026200873362445,138,91
Benzylpenicillin,0.9566595554351807,0.6170212765957447,145,90
Cefazolin,0.923450231552124,0.41398116013882,835,1182
Cefepime,0.809660017490387,0.18757986199846666,1468,6358
Cefpodoxime,0.9335411787033081,0.3474702380952381,467,877
Ceftazidime,0.5398457646369934,0.12646536412078152,712,4918
Ceftriaxone,0.8276110887527466,0.2309245054501413,1716,5715
Cefuroxime,0.9022331237792969,0.41117626767850984,1192,1707
Ciprofloxacin,0.7471226453781128,0.20434876676763306,1889,7355
Clarithromycin,0.5953472256660461,0.1836734693877551,54,240
Clindamycin,0.7670468091964722,0.3136700812433769,888,1943
Colistin,0.984470546245575,0.15668449197860962,586,3154
Cotrimoxazole,0.7844969034194946,0.22975310583425068,1461,4898
Ertapenem,0.458871454000473,0.02305084745762712,102,4323
Erythromycin,0.7374025583267212,0.37593728698023177,1103,1831
Fosfomycin,0.7616575956344604,0.1966955153422502,500,2042
Fosfomycin-Trometamol,0.6668532490730286,0.22624798711755234,281,961
Fusidic acid,0.7659461498260498,0.2996702390766694,727,1699
Gentamicin,0.7658474445343018,0.13386575394561703,704,4555
Imipenem,0.8993582129478455,0.19297799262180385,1517,6344
Levofloxacin,0.7555605173110962,0.18652849740932642,828,3611
Meropenem,0.8734534978866577,0.15974687451767247,1035,5444
Mupirocin,0.9593919515609741,0.11089494163424124,114,914
Nitrofurantoin,0.9680640697479248,0.28249744114636643,276,701
Norfloxacin,0.5373821258544922,0.15183867141162516,256,1430
Oxacillin,0.9224757552146912,0.41518026565464894,1094,1541
Penicillin,0.9714813828468323,0.7462597247157391,2494,848
Piperacillin-Tazobactam,0.7636634707450867,0.1995895330938943,1556,6240
Polymyxin B,0.9999194741249084,0.19170984455958548,111,468
Rifampicin,0.604475200176239,0.038003220611916265,118,2987
Teicoplanin,0.6633560061454773,0.027649769585253458,48,1688
Tetracycline,0.8453036546707153,0.2580874511198009,726,2087
Tobramycin,0.47656679153442383,0.09375,348,3364
Vancomycin,0.8629157543182373,0.012345679012345678,51,4080
micro,0.875072181224823,0.24461425151905727,,
macro,0.7920277989224384,NaN,,
