class,ROCAUC,n_positives,n_negatives
Amikacin,0.8456417918205261,218,4194
Amoxicillin-Clavulanic acid,0.9158921241760254,2665,5037
Ampicillin,0.9024171233177185,1662,821
Ampicillin-Amoxicillin,0.9469169974327087,4476,991
Aztreonam,0.8970856070518494,122,90
Benzylpenicillin,0.9583881497383118,119,83
Cefazolin,0.9373078346252441,883,1187
Cefepime,0.9102697372436523,1544,6270
Cefpodoxime,0.9134019613265991,470,890
Ceftazidime,0.8364555239677429,707,4865
Ceftriaxone,0.9028469324111938,1821,5642
Cefuroxime,0.92107754945755,1203,1666
Ciprofloxacin,0.8739493489265442,1921,7312
Clarithromycin,0.7080501317977905,61,246
Clindamycin,0.860450804233551,905,2010
Colistin,0.9939049482345581,545,3217
Cotrimoxazole,0.8932574391365051,1461,4985
Ertapenem,0.8966403603553772,82,4345
Erythromycin,0.8364025354385376,1136,1807
Fosfomycin,0.8958591818809509,457,1965
Fosfomycin-Trometamol,0.8147205710411072,281,960
Fusidic acid,0.8820964097976685,749,1727
Gentamicin,0.9169811010360718,720,4514
Imipenem,0.9586238861083984,1524,6399
Levofloxacin,0.8910796642303467,864,3609
Meropenem,0.9589366912841797,1079,5513
Mupirocin,0.9857413172721863,113,944
Nitrofurantoin,0.9686155319213867,237,703
Norfloxacin,0.8423104882240295,262,1373
Oxacillin,0.9394267797470093,1148,1575
Penicillin,0.9350686073303223,2514,863
Piperacillin-Tazobactam,0.8798580169677734,1581,6255
Polymyxin B,1.0,95,436
Rifampicin,0.9173740148544312,109,3048
Teicoplanin,0.9846214652061462,51,1720
Tetracycline,0.9110523462295532,716,2099
Tobramycin,0.8730162978172302,345,3379
Vancomycin,0.9913778901100159,45,4147
micro,0.9340929985046387,,
macro,0.9078188726776525,,
