class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.30654072761535645,0.04720357941834452,211,4259
Amoxicillin-Clavulanic acid,0.8873162865638733,0.3474221408008375,2655,4987
Ampicillin,0.9425141215324402,0.6733466933867736,1680,815
Ampicillin-Amoxicillin,0.9871981143951416,0.8127997049059388,4407,1015
Aztreonam,0.8757036924362183,0.5747663551401869,123,91
Benzylpenicillin,0.9619020223617554,0.5504587155963303,120,98
Cefazolin,0.921664297580719,0.42091836734693877,825,1135
Cefepime,0.8043315410614014,0.18441358024691357,1434,6342
Cefpodoxime,0.9118924736976624,0.3479553903345725,468,877
Ceftazidime,0.5185114145278931,0.11899717514124294,674,4990
Ceftriaxone,0.8158689737319946,0.22620169651272384,1680,5747
Cefuroxime,0.8961871862411499,0.40434627716423227,1135,1672
Ciprofloxacin,0.7469831705093384,0.20260021668472372,1870,7360
Clarithromycin,0.6526827812194824,0.19207317073170732,63,265
Clindamycin,0.7502681016921997,0.2924187725631769,810,1960
Colistin,0.9841150641441345,0.16566186107470512,632,3183
Cotrimoxazole,0.7911827564239502,0.2277855045588008,1474,4997
Ertapenem,0.32040804624557495,0.018526785714285714,83,4397
Erythromycin,0.7590684294700623,0.36925236925236926,1052,1797
Fosfomycin,0.7036347389221191,0.16783216783216784,408,2023
Fosfomycin-Trometamol,0.6259481906890869,0.21304706853839803,258,953
Fusidic acid,0.7596300840377808,0.2924686192468619,699,1691
Gentamicin,0.7184427380561829,0.1335690434099391,680,4411
Imipenem,0.88675457239151,0.19219984705582463,1508,6338
Levofloxacin,0.7595977783203125,0.18027360988526037,817,3715
Meropenem,0.8589741587638855,0.15727916281932902,1022,5476
Mupirocin,0.9815985560417175,0.10609037328094302,108,910
Nitrofurantoin,0.9487317800521851,0.24183673469387756,237,743
Norfloxacin,0.5934261083602905,0.14004914004914004,228,1400
Oxacillin,0.9254183173179626,0.41861355802374567,1093,1518
Penicillin,0.9737135171890259,0.7460462287104623,2453,835
Piperacillin-Tazobactam,0.7481586337089539,0.19221850038649832,1492,6270
Polymyxin B,0.9997584819793701,0.16363636363636364,90,460
Rifampicin,0.6361445188522339,0.036482084690553744,112,2958
Teicoplanin,0.6229466795921326,0.028356481481481483,49,1679
Tetracycline,0.8337253332138062,0.26547052361772244,725,2006
Tobramycin,0.4075016379356384,0.08377239199157008,318,3478
Vancomycin,0.8412589430809021,0.010186757215619695,42,4081
micro,0.8692787289619446,0.2398217065836337,,
macro,0.7805185255251432,NaN,,
