class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.37576228380203247,0.04941069809610154,218,4194
Amoxicillin-Clavulanic acid,0.8918269872665405,0.34601402233186185,2665,5037
Ampicillin,0.9503117799758911,0.6693515908175593,1662,821
Ampicillin-Amoxicillin,0.987905740737915,0.8187305652094384,4476,991
Aztreonam,0.9203365445137024,0.5754716981132075,122,90
Benzylpenicillin,0.9693121314048767,0.5891089108910891,119,83
Cefazolin,0.9242314696311951,0.4265700483091787,883,1187
Cefepime,0.8110754489898682,0.1975940619401075,1544,6270
Cefpodoxime,0.906665027141571,0.34558823529411764,470,890
Ceftazidime,0.5298995971679688,0.12688442211055276,707,4865
Ceftriaxone,0.8244994282722473,0.24400375184242262,1821,5642
Cefuroxime,0.9068375825881958,0.41930986406413384,1203,1666
Ciprofloxacin,0.7419160008430481,0.20805805263727933,1921,7312
Clarithromycin,0.5702321529388428,0.1986970684039088,61,246
Clindamycin,0.7631022930145264,0.31046312178387653,905,2010
Colistin,0.9872567057609558,0.14486975013290804,545,3217
Cotrimoxazole,0.7700771689414978,0.22665218740304063,1461,4985
Ertapenem,0.2626595199108124,0.018522701603794895,82,4345
Erythromycin,0.7625170946121216,0.38600067957866124,1136,1807
Fosfomycin,0.7560034394264221,0.18868703550784477,457,1965
Fosfomycin-Trometamol,0.6447726488113403,0.2264302981466559,281,960
Fusidic acid,0.7835381031036377,0.30250403877221327,749,1727
Gentamicin,0.7816105484962463,0.13756209400076425,720,4514
Imipenem,0.8998828530311584,0.19235138205225294,1524,6399
Levofloxacin,0.760721743106842,0.193158953722334,864,3609
Meropenem,0.8752906322479248,0.16368325242718446,1079,5513
Mupirocin,0.9728110432624817,0.10690633869441817,113,944
Nitrofurantoin,0.9345019459724426,0.2521276595744681,237,703
Norfloxacin,0.6130661964416504,0.1602446483180428,262,1373
Oxacillin,0.9298028349876404,0.42159383033419023,1148,1575
Penicillin,0.9758895039558411,0.7444477346757477,2514,863
Piperacillin-Tazobactam,0.7669589519500732,0.20176110260336907,1581,6255
Polymyxin B,1.0,0.17890772128060264,95,436
Rifampicin,0.5744880437850952,0.0345264491605955,109,3048
Teicoplanin,0.6446364521980286,0.028797289666854884,51,1720
Tetracycline,0.825846791267395,0.25435168738898756,716,2099
Tobramycin,0.5179604291915894,0.09264232008592911,345,3379
Vancomycin,0.848186194896698,0.010734732824427481,45,4147
micro,0.8726657032966614,0.24609600925390399,,
macro,0.7884840345696399,NaN,,
