class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6296433806419373,34,1981
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.34387651085853577,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.7804847955703735,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,0.1995628923177719,145,142
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,0.6068218946456909,24,204
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5491410493850708,337,6607
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,0.75,1,24
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.512398362159729,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.5137380957603455,529,6089
Cefuroxime,NaN,NaN,NaN
Chloramphenicol,0.5199999809265137,1,25
Ciprofloxacin,0.5651726722717285,1141,8676
Clarithromycin,NaN,NaN,NaN
Clindamycin,0.6606178879737854,136,218
Colistin,0.5236304998397827,19,294
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.0,1280,0
Daptomycin,0.49804073572158813,44,348
Doxycycline,NaN,NaN,NaN
Ertapenem,0.6350115537643433,119,6478
Erythromycin,0.6830616593360901,702,1729
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7293179035186768,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN
Gentamicin,0.5175700783729553,495,9531
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8508241772651672,552,6263
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.6626420021057129,47,163
Linezolid,0.5190054178237915,4,3328
Meropenem,0.8148688673973083,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN
Penicillin,0.5896192193031311,1826,349
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.6082053780555725,33,219
Piperacillin-Tazobactam,0.5990908145904541,573,6284
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.6268911361694336,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.44354838132858276,8,279
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7232505679130554,299,2747
Ticarcillin,0.5323346853256226,161,68
Ticarcillin-Clavulan acid,0.4814298450946808,104,131
Tigecycline,0.18933463096618652,2,3066
Tobramycin,0.4559371769428253,12,313
Vancomycin,0.6628918647766113,17,3314
Voriconazole,NaN,NaN,NaN
micro,0.6325036883354187,,
macro,0.5422275462320872,,
