class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.7320340871810913,0.2132132132132132,284,1048
Ampicillin,0.9228876829147339,0.6948662328271873,961,422
Cefepime,0.23688854277133942,0.05312275664034458,74,1319
Ceftazidime,0.3068857192993164,0.08495320374370051,118,1271
Ceftriaxone,0.3325493037700653,0.08258258258258258,110,1222
Ciprofloxacin,0.3543250262737274,0.10828673106253177,213,1754
Erythromycin,0.5365817546844482,0.2860125260960334,137,342
Fosfomycin,0.6304312348365784,0.1564590838908904,304,1639
Gentamicin,0.21543841063976288,0.05171556439582297,104,1907
Imipenem,0.7147895097732544,0.07243163340724317,98,1255
Penicillin,0.8954945802688599,0.8130841121495327,348,80
Piperacillin-Tazobactam,0.24800515174865723,0.07933042212518195,109,1265
Tetracycline,0.23677995800971985,0.08631921824104234,53,561
micro,0.7246509790420532,0.17137310271796682,,
macro,0.48946853555165803,NaN,,
