class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.6973128914833069,0.23960695389266817,317,1006
Ampicillin,0.9200958013534546,0.7078488372093024,974,402
Cefepime,0.2704310417175293,0.0503235082674335,70,1321
Ceftazidime,0.2733437418937683,0.08567314614830814,119,1270
Ceftriaxone,0.327015221118927,0.08754716981132075,116,1209
Ciprofloxacin,0.34628739953041077,0.12034676185619582,236,1725
Erythromycin,0.6417324542999268,0.305327868852459,149,339
Fosfomycin,0.6128143072128296,0.15500259201658892,299,1630
Gentamicin,0.2214324027299881,0.04780876494023904,96,1912
Imipenem,0.6975433230400085,0.07846039970392302,106,1245
Penicillin,0.9538379907608032,0.8539325842696629,380,65
Piperacillin-Tazobactam,0.23095805943012238,0.09249817916970138,127,1246
Tetracycline,0.23201514780521393,0.06732348111658457,41,568
micro,0.7231541872024536,0.17857142857142858,,
macro,0.4942169063366376,NaN,,
