class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8362614512443542,315,1011
Ampicillin,0.8354536294937134,980,411
Cefepime,0.7187989354133606,61,1331
Ceftazidime,0.7431036233901978,94,1295
Ceftriaxone,0.7542104721069336,96,1237
Ciprofloxacin,0.724152147769928,220,1729
Erythromycin,0.7812677621841431,146,338
Fosfomycin,0.8693684935569763,274,1638
Gentamicin,0.7810158729553223,98,1896
Imipenem,0.9441156387329102,127,1264
Penicillin,0.6821315288543701,350,63
Piperacillin-Tazobactam,0.7088991403579712,105,1273
Tetracycline,0.7614898085594177,64,529
micro,0.8842931985855103,,
macro,0.7800206542015076,,
