class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.6718776226043701,0.21875,287,1025
Ampicillin,0.9209149479866028,0.7072104879825201,971,402
Cefepime,0.24609151482582092,0.04548736462093863,63,1322
Ceftazidime,0.24249449372291565,0.08303249097472924,115,1270
Ceftriaxone,0.2669024169445038,0.08181818181818182,108,1212
Ciprofloxacin,0.3453349173069,0.12244897959183673,240,1720
Erythromycin,0.5543112754821777,0.2731006160164271,133,354
Fosfomycin,0.635460376739502,0.15577626764244643,298,1615
Gentamicin,0.26839277148246765,0.054,108,1892
Imipenem,0.6829423904418945,0.08339376359680928,115,1264
Penicillin,0.9384214878082275,0.8484162895927602,375,67
Piperacillin-Tazobactam,0.19441817700862885,0.07827359180687637,107,1260
Tetracycline,0.4291546046733856,0.12622950819672132,77,533
micro,0.7168841361999512,0.1769916730644304,,
macro,0.4920551536174921,NaN,,
