class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.847332775592804,313,990
Ampicillin,0.8311346769332886,954,400
Cefepime,0.7038360834121704,69,1314
Ceftazidime,0.7175121307373047,109,1269
Ceftriaxone,0.7295368313789368,99,1209
Ciprofloxacin,0.7506337761878967,232,1748
Erythromycin,0.7742967009544373,137,356
Fosfomycin,0.8876914978027344,285,1634
Gentamicin,0.7346527576446533,89,1924
Imipenem,0.925972044467926,106,1235
Penicillin,0.7421925663948059,373,74
Piperacillin-Tazobactam,0.7159096598625183,125,1240
Tetracycline,0.8616794347763062,64,556
micro,0.881232500076294,,
macro,0.7863369950881371,,
