class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.7011376619338989,0.23755656108597284,315,1011
Ampicillin,0.9238216280937195,0.7045291157440691,980,411
Cefepime,0.24912533164024353,0.04382183908045977,61,1331
Ceftazidime,0.3153558075428009,0.06767458603311735,94,1295
Ceftriaxone,0.32643482089042664,0.07201800450112528,96,1237
Ciprofloxacin,0.31777504086494446,0.11287839917906618,220,1729
Erythromycin,0.6154049634933472,0.30165289256198347,146,338
Fosfomycin,0.6601489186286926,0.14330543933054393,274,1638
Gentamicin,0.2389843761920929,0.04914744232698094,98,1896
Imipenem,0.6966671347618103,0.09130122214234364,127,1264
Penicillin,0.9173499345779419,0.847457627118644,350,63
Piperacillin-Tazobactam,0.23645302653312683,0.07619738751814223,105,1273
Tetracycline,0.32536932826042175,0.10792580101180438,64,529
micro,0.7333370447158813,0.1729123635290646,,
macro,0.5018483056471899,NaN,,
