class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9105181097984314,1603,1502
Ampicillin+Sulbactam,0.8448494672775269,1288,1204
Cefotaxim,0.7587995529174805,233,2038
Ceftazidime,0.881333589553833,572,1832
Ceftriaxone,0.8055204153060913,119,996
Ciprofloxacin,0.8941702842712402,646,1869
Clindamycin,0.9073414206504822,1062,1092
Cotrimoxazole,0.8946126103401184,1082,2900
Erythromycin,0.9070683121681213,1082,815
Fosfomycin,0.9305047988891602,378,1588
Gentamicin,0.990686297416687,2567,960
Imipenem,0.9916477203369141,797,2251
Levofloxacin,0.9281717538833618,330,841
Meropenem,0.9305549263954163,95,2400
Moxifloxacin,0.8609938621520996,574,1026
Oxacillin,0.9041389226913452,382,761
PenicillinG,0.9551217555999756,1133,399
Piperacillin-Tazobactam,0.8557142019271851,638,1766
Tetracycline,0.8570465445518494,281,921
Vancomycin,0.9900379776954651,55,2108
micro,0.9354262351989746,,
macro,0.8999416261911393,,
