class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9293901324272156,0.50752,1586,1539
Ampicillin+Sulbactam,0.8821506500244141,0.5088070456365092,1271,1227
Cefotaxim,0.3081737160682678,0.10601336302895323,238,2007
Ceftazidime,0.8101522326469421,0.24196912807676263,580,1817
Ceftriaxone,0.37674427032470703,0.11284403669724771,123,967
Ciprofloxacin,0.8358191251754761,0.2543720190779014,640,1876
Clindamycin,0.9284000992774963,0.5212319178721418,1117,1026
Cotrimoxazole,0.8282590508460999,0.27039507439712673,1054,2844
Erythromycin,0.9437893629074097,0.5912486659551761,1108,766
Fosfomycin,0.8121452331542969,0.1928721174004193,368,1540
Gentamicin,0.9944646954536438,0.736203409419243,2548,913
Imipenem,0.9846014380455017,0.25446283674131775,784,2297
Levofloxacin,0.8356631398200989,0.2826855123674912,320,812
Meropenem,0.4150364398956299,0.037289494787489975,93,2401
Moxifloxacin,0.8279957175254822,0.35044359949302917,553,1025
Oxacillin,0.8512296676635742,0.34277879341864714,375,719
PenicillinG,0.9895930290222168,0.7640594699418228,1182,365
Piperacillin-Tazobactam,0.776537299156189,0.26974231088944306,649,1757
Tetracycline,0.6658095121383667,0.24784853700516352,288,874
Vancomycin,0.739496111869812,0.03126458236117592,67,2076
micro,0.9133102893829346,0.3412495432955791,,
macro,0.786772546172142,NaN,,
