class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9211310148239136,1586,1539
Ampicillin+Sulbactam,0.8513014316558838,1271,1227
Cefotaxim,0.7321946024894714,238,2007
Ceftazidime,0.8725854754447937,580,1817
Ceftriaxone,0.7364532947540283,123,967
Ciprofloxacin,0.8930057883262634,640,1876
Clindamycin,0.903614342212677,1117,1026
Cotrimoxazole,0.8981520533561707,1054,2844
Erythromycin,0.9047232866287231,1108,766
Fosfomycin,0.9160079956054688,368,1540
Gentamicin,0.9877824187278748,2548,913
Imipenem,0.9898237586021423,784,2297
Levofloxacin,0.9072794914245605,320,812
Meropenem,0.9377880096435547,93,2401
Moxifloxacin,0.8676469922065735,553,1025
Oxacillin,0.9032842516899109,375,719
PenicillinG,0.9693021774291992,1182,365
Piperacillin-Tazobactam,0.8452718257904053,649,1757
Tetracycline,0.8012212514877319,288,874
Vancomycin,0.9646781086921692,67,2076
micro,0.9358631372451782,,
macro,0.8901623785495758,,
