class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9161169528961182,1632,1500
Ampicillin+Sulbactam,0.8405635952949524,1331,1160
Cefotaxim,0.7247322797775269,244,2002
Ceftazidime,0.8726446628570557,606,1793
Ceftriaxone,0.7584469318389893,103,958
Ciprofloxacin,0.8920993804931641,650,1869
Clindamycin,0.9195867776870728,1072,1104
Cotrimoxazole,0.895586371421814,1063,2882
Erythromycin,0.9158772230148315,1080,835
Fosfomycin,0.9236623048782349,377,1613
Gentamicin,0.9855616092681885,2546,951
Imipenem,0.9862414598464966,786,2263
Levofloxacin,0.9041024446487427,312,838
Meropenem,0.8993976712226868,121,2389
Moxifloxacin,0.8496209383010864,568,992
Oxacillin,0.8960944414138794,376,752
PenicillinG,0.9636269807815552,1175,382
Piperacillin-Tazobactam,0.8481863141059875,683,1722
Tetracycline,0.839640736579895,254,934
Vancomycin,0.974662184715271,63,2124
micro,0.9344831705093384,,
macro,0.8903225630521774,,
