class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9266685843467712,0.5187823834196891,1602,1486
Ampicillin+Sulbactam,0.8907866477966309,0.5237903225806452,1299,1181
Cefotaxim,0.3189588487148285,0.11470186618115612,252,1945
Ceftazidime,0.806035578250885,0.2576971741881063,611,1760
Ceftriaxone,0.37243127822875977,0.12014453477868112,133,974
Ciprofloxacin,0.8314757347106934,0.27573822825219474,691,1815
Clindamycin,0.923636794090271,0.5,1075,1075
Cotrimoxazole,0.8158646821975708,0.2629288274449565,1027,2879
Erythromycin,0.9373101592063904,0.5610647181628392,1075,841
Fosfomycin,0.820195198059082,0.17884914463452567,345,1584
Gentamicin,0.9960073232650757,0.7253945480631276,2528,957
Imipenem,0.9836251735687256,0.25171849427168574,769,2286
Levofloxacin,0.8383028507232666,0.2786885245901639,323,836
Meropenem,0.5709691047668457,0.04104627766599597,102,2383
Moxifloxacin,0.8066825866699219,0.35714285714285715,570,1026
Oxacillin,0.8432585597038269,0.3167701863354037,357,770
PenicillinG,0.9845354557037354,0.7521035598705501,1162,383
Piperacillin-Tazobactam,0.776028573513031,0.2948557089084065,705,1686
Tetracycline,0.660477340221405,0.22241086587436332,262,916
Vancomycin,0.7938066720962524,0.039406583217431616,85,2072
micro,0.9092142581939697,0.3416309208725016,,
macro,0.7948528572916984,NaN,,
