class,ROCAUC,n_positives,n_negatives
Ampicillin,0.9207773208618164,1622,1438
Ampicillin+Sulbactam,0.8476390838623047,1261,1172
Cefotaxim,0.7603998184204102,236,1939
Ceftazidime,0.8940038084983826,568,1778
Ceftriaxone,0.7895339727401733,119,957
Ciprofloxacin,0.8780617117881775,640,1816
Clindamycin,0.9051623344421387,1133,1084
Cotrimoxazole,0.8809773921966553,1031,2849
Erythromycin,0.9039501547813416,1130,841
Fosfomycin,0.9144397377967834,381,1595
Gentamicin,0.9863724708557129,2480,1019
Imipenem,0.990994393825531,802,2245
Levofloxacin,0.9207372665405273,314,897
Meropenem,0.9214770793914795,104,2344
Moxifloxacin,0.8478285074234009,543,976
Oxacillin,0.9008464217185974,378,802
PenicillinG,0.9561172723770142,1231,356
Piperacillin-Tazobactam,0.8563156723976135,668,1693
Tetracycline,0.8545673489570618,271,980
Vancomycin,0.9740057587623596,60,2171
micro,0.9330524802207947,,
macro,0.8952103763818741,,
