class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9257969260215759,0.5210727969348659,1632,1500
Ampicillin+Sulbactam,0.8762314915657043,0.5343235648334003,1331,1160
Cefotaxim,0.2921900153160095,0.10863757791629564,244,2002
Ceftazidime,0.800822913646698,0.25260525218841184,606,1793
Ceftriaxone,0.3284531831741333,0.09707822808671066,103,958
Ciprofloxacin,0.8386793732643127,0.25803890432711396,650,1869
Clindamycin,0.9329926371574402,0.49264705882352944,1072,1104
Cotrimoxazole,0.8200971484184265,0.2694550063371356,1063,2882
Erythromycin,0.9422720670700073,0.5639686684073107,1080,835
Fosfomycin,0.8213625550270081,0.18944723618090453,377,1613
Gentamicin,0.9931439161300659,0.728052616528453,2546,951
Imipenem,0.9759748578071594,0.25778943916038044,786,2263
Levofloxacin,0.7962597012519836,0.271304347826087,312,838
Meropenem,0.47337770462036133,0.04820717131474104,121,2389
Moxifloxacin,0.7982701659202576,0.3641025641025641,568,992
Oxacillin,0.8111175298690796,0.3333333333333333,376,752
PenicillinG,0.986314594745636,0.7546563904945408,1175,382
Piperacillin-Tazobactam,0.7759212255477905,0.283991683991684,683,1722
Tetracycline,0.632874608039856,0.2138047138047138,254,934
Vancomycin,0.700961172580719,0.02880658436213992,63,2124
micro,0.9080102443695068,0.34104976760004535,,
macro,0.7761556893587113,NaN,,
