class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Ampicillin,0.9346781373023987,0.5300653594771242,1622,1438
Ampicillin+Sulbactam,0.8824055790901184,0.5182901767365392,1261,1172
Cefotaxim,0.32533887028694153,0.10850574712643678,236,1939
Ceftazidime,0.824256181716919,0.2421142369991475,568,1778
Ceftriaxone,0.3728494644165039,0.11059479553903345,119,957
Ciprofloxacin,0.8173241019248962,0.26058631921824105,640,1816
Clindamycin,0.9254143834114075,0.5110509697789806,1133,1084
Cotrimoxazole,0.8071973919868469,0.2657216494845361,1031,2849
Erythromycin,0.9392222166061401,0.5733130390664637,1130,841
Fosfomycin,0.8322808146476746,0.19281376518218624,381,1595
Gentamicin,0.9944518804550171,0.7087739354101171,2480,1019
Imipenem,0.985531210899353,0.26320971447325237,802,2245
Levofloxacin,0.8471069931983948,0.259289843104872,314,897
Meropenem,0.4904707372188568,0.042483660130718956,104,2344
Moxifloxacin,0.8000237345695496,0.3574720210664911,543,976
Oxacillin,0.831174910068512,0.32033898305084746,378,802
PenicillinG,0.9857356548309326,0.7756773787019534,1231,356
Piperacillin-Tazobactam,0.7895451784133911,0.28293096145700974,668,1693
Tetracycline,0.6757438778877258,0.21662669864108713,271,980
Vancomycin,0.7227429747581482,0.02689376961004034,60,2171
micro,0.9065601229667664,0.34086148802477007,,
macro,0.7891747146844864,NaN,,
