class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,0.519328236579895,25,655
Amikacin,0.5826647877693176,975,16247
Aminoglycosides,0.604411780834198,20,102
Amoxicillin,0.3355655372142792,136,493
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.47931477427482605,9920,15308
Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.6718749403953552,24,56
AmphotericinB,NaN,NaN,NaN
Ampicillin,NaN,NaN,NaN
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,0.5185135006904602,21966,4905
Ampicillin-Sulbactam,0.8787878751754761,11,3
Anidulafungin,0.4137207269668579,191,484
Azithromycin,0.21335341036319733,12,83
Aztreonam,0.5680253505706787,604,252
Bacitracin,0.0,4,0
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.5394160747528076,37,649
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,0.6132887601852417,4223,5813
Cefepime,0.5875188112258911,6518,21958
Cefixime,0.6004902124404907,6,68
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,0.4042552709579468,5,47
Cefpodoxime,0.7673477530479431,2338,4382
Ceftarolin,0.04814814776182175,10,27
Ceftazidime,0.5783335566520691,2455,14937
Ceftazidime-Avibactam,0.4118303656578064,16,56
Ceftobiprole,0.7050438523292542,38,24
Ceftolozane-Tazobactam,0.6837301850318909,35,72
Ceftriaxone,0.5942383408546448,7299,19246
Cefuroxime,0.6619954109191895,4475,6103
Chloramphenicol,0.5897959470748901,28,175
Ciprofloxacin,0.64898282289505,7462,23081
Clarithromycin,0.47697848081588745,59,254
Clindamycin,0.6640624403953552,3637,7975
Colistin,0.21874338388442993,2850,15483
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6666830778121948,4872,21768
Daptomycin,0.46614500880241394,100,11284
Doxycycline,0.4417562484741211,12,93
Ertapenem,0.4254952371120453,288,14465
Erythromycin,0.6886149048805237,4529,6550
Fluconazol,NaN,NaN,NaN
Fluconazole,0.5576345920562744,265,410
Fosfomycin,0.7465581893920898,47,34
Fosfomycin-Trometamol,0.44140052795410156,1326,4803
Fusidic acid,0.6446046829223633,3413,7224
Gentamicin,0.7096536755561829,2303,8276
Gentamicin_high_level,0.32270655035972595,106,580
Imipenem,0.7519720196723938,6872,22519
Isavuconazole,1.0,1,4
Itraconazole,0.23352602124214172,252,416
Levofloxacin,0.5100338459014893,3973,16811
Linezolid,0.3282141089439392,14,12274
Meropenem,0.7585623264312744,5145,24386
Meropenem_with_meningitis,0.5602433085441589,28,182
Meropenem_without_meningitis,0.6759124398231506,5,137
Metronidazole,0.4491109549999237,14,233
Micafungin,0.4142955541610718,103,577
Minocycline,0.5568181872367859,22,52
Moxifloxacin,0.4679086208343506,91,320
Mupirocin,0.7545963525772095,25,3790
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8794364929199219,412,1696
Norfloxacin,0.6426087617874146,871,5234
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7930571436882019,4641,6344
Penicillin,0.5749414563179016,9881,3525
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,0.44921642541885376,178,152
Penicillin_with_meningitis,0.45093977451324463,58,233
Penicillin_with_other_infections,0.46058088541030884,51,241
Penicillin_with_pneumonia,0.2256820946931839,12,281
Penicillin_without_endokarditis,0.4498535394668579,141,184
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.5412806272506714,6546,21852
Polymyxin B,NaN,NaN,NaN
Posaconazole,0.25175169110298157,51,361
Quinolones,0.7102177143096924,12,199
Rifampicin,0.7731752991676331,542,10424
Rifampicin_1mg-l,0.875,2,8
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.4771692752838135,226,7465
Teicoplanin_GRD,0.6000000238418579,2,10
Tetracycline,0.8340975046157837,3082,6836
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,0.0,5,0
Tigecycline,0.6750190854072571,48,12232
Tobramycin,0.4891318082809448,1695,16495
Vancomycin,0.8689055442810059,178,14898
Voriconazole,0.5281767249107361,29,473
micro,0.6006410121917725,,
macro,0.5415902473516279,,
