class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,0.04106516391038895,0.03676470588235294,25,655
Amikacin,0.07270793616771698,0.05661363372430612,975,16247
Aminoglycosides,0.20577171444892883,0.16393442622950818,20,102
Amoxicillin,0.15533046424388885,0.21621621621621623,136,493
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.3753560781478882,0.3932138893293166,9920,15308
Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.4262350797653198,0.3,24,56
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,NaN,NaN,NaN,NaN
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,0.8181638717651367,0.8174612035279669,21966,4905
Ampicillin-Sulbactam,0.9722549915313721,0.7857142857142857,11,3
Anidulafungin,0.2393292635679245,0.28296296296296297,191,484
Azithromycin,0.08361493796110153,0.12631578947368421,12,83
Aztreonam,0.7600654363632202,0.705607476635514,604,252
Bacitracin,1.0,1.0,4,0
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.05750775337219238,0.05393586005830904,37,649
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,0.5097262859344482,0.420785173375847,4223,5813
Cefepime,0.25899937748908997,0.2288945076555696,6518,21958
Cefixime,0.1404995322227478,0.08108108108108109,6,68
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN,NaN
Cefoxitin_screen,0.09140659123659134,0.09615384615384616,5,47
Cefpodoxime,0.6749330759048462,0.34791666666666665,2338,4382
Ceftarolin,0.16574566066265106,0.2702702702702703,10,27
Ceftazidime,0.1563013195991516,0.14115685372585096,2455,14937
Ceftazidime-Avibactam,0.21457913517951965,0.2222222222222222,16,56
Ceftobiprole,0.8089609146118164,0.6129032258064516,38,24
Ceftolozane-Tazobactam,0.7092947959899902,0.32710280373831774,35,72
Ceftriaxone,0.31827425956726074,0.27496703710679976,7299,19246
Cefuroxime,0.5736031532287598,0.4230478351295141,4475,6103
Chloramphenicol,0.26189735531806946,0.13793103448275862,28,175
Ciprofloxacin,0.3196413516998291,0.24431129882460792,7462,23081
Clarithromycin,0.1975397914648056,0.18849840255591055,59,254
Clindamycin,0.456084668636322,0.3132104719255942,3637,7975
Colistin,0.09455020725727081,0.15545737195221732,2850,15483
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.27593186497688293,0.18288288288288287,4872,21768
Daptomycin,0.008617881685495377,0.008784258608573436,100,11284
Doxycycline,0.12489095330238342,0.11428571428571428,12,93
Ertapenem,0.018530217930674553,0.019521453263742966,288,14465
Erythromycin,0.5753379464149475,0.4087914071667118,4529,6550
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,0.4547251760959625,0.3925925925925926,265,410
Fosfomycin,0.752353847026825,0.5802469135802469,47,34
Fosfomycin-Trometamol,0.1856546401977539,0.21634850709740577,1326,4803
Fusidic acid,0.418207049369812,0.32086114505969726,3413,7224
Gentamicin,0.39315637946128845,0.2176954343510729,2303,8276
Gentamicin_high_level,0.10830727219581604,0.15451895043731778,106,580
Imipenem,0.3914620280265808,0.23381307202885238,6872,22519
Isavuconazole,1.0,0.2,1,4
Itraconazole,0.2590886950492859,0.3772455089820359,252,416
Levofloxacin,0.1913423091173172,0.19115665896843725,3973,16811
Linezolid,0.0011461758986115456,0.0011393229166666667,14,12274
Meropenem,0.3222292959690094,0.17422369713182756,5145,24386
Meropenem_with_meningitis,0.22040607035160065,0.13333333333333333,28,182
Meropenem_without_meningitis,0.26279762387275696,0.035211267605633804,5,137
Metronidazole,0.05166070535778999,0.05668016194331984,14,233
Micafungin,0.14308997988700867,0.1514705882352941,103,577
Minocycline,0.3368883430957794,0.2972972972972973,22,52
Moxifloxacin,0.2159983366727829,0.22141119221411193,91,320
Mupirocin,0.049794092774391174,0.00655307994757536,25,3790
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,0.6663211584091187,0.1954459203036053,412,1696
Norfloxacin,0.2405710071325302,0.14266994266994268,871,5234
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.7193341255187988,0.42248520710059173,4641,6344
Penicillin,0.7622127532958984,0.7370580337162465,9881,3525
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,0.5050123929977417,0.5393939393939394,178,152
Penicillin_with_meningitis,0.1911848485469818,0.19931271477663232,58,233
Penicillin_with_other_infections,0.15948233008384705,0.17465753424657535,51,241
Penicillin_with_pneumonia,0.026714274659752846,0.040955631399317405,12,281
Penicillin_without_endokarditis,0.3915959596633911,0.4338461538461538,141,184
Piperacillin,NaN,NaN,NaN,NaN
Piperacillin-Tazobactam,0.23740154504776,0.23050919078808366,6546,21852
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,0.08232442289590836,0.12378640776699029,51,361
Quinolones,0.10160284489393234,0.05687203791469194,12,199
Rifampicin,0.14772388339042664,0.04942549699069852,542,10424
Rifampicin_1mg-l,0.5833333730697632,0.2,2,8
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.028643492609262466,0.02938499544922637,226,7465
Teicoplanin_GRD,0.2666666805744171,0.16666666666666666,2,10
Tetracycline,0.736842930316925,0.3107481347045775,3082,6836
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,0.9999999403953552,1.0,5,0
Tigecycline,0.26069945096969604,0.003908794788273616,48,12232
Tobramycin,0.0880129486322403,0.0931830676195712,1695,16495
Vancomycin,0.10783414542675018,0.011806845317060229,178,14898
Voriconazole,0.058958228677511215,0.05776892430278884,29,473
micro,0.28288963437080383,0.2447945986358075,,
macro,0.3326780235419344,NaN,,
