class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.9192404747009277,251,654
Ampicillin,0.9085532426834106,584,326
Cefepime,0.7622424364089966,59,325
Ceftazidime,0.7730621099472046,70,481
Ceftriaxone,0.8515456318855286,143,428
Cefuroxime,0.8827294707298279,206,355
Ciprofloxacin,0.8111713528633118,78,667
Clarithromycin,0.7564343810081482,36,177
Clindamycin,0.8939644694328308,82,177
Cotrimoxazole,0.9167965054512024,238,572
Fosfomycin,0.8940300941467285,79,148
Gentamicin,0.9181725978851318,119,678
Nitrofurantoin,0.9923275113105774,56,263
Oxacillin,0.972263753414154,134,180
Penicillin,0.7904710173606873,133,98
Piperacillin-Tazobactam,0.846969723701477,55,456
Polymyxin B,0.9999538660049438,94,462
micro,0.9209811091423035,,
macro,0.8758781552314758,,
