class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.9188833832740784,0.33771929824561403,308,604
Ampicillin,0.9701411128044128,0.6746987951807228,616,297
Cefepime,0.4528246223926544,0.13172043010752688,49,323
Ceftazidime,0.39183443784713745,0.12435233160621761,72,507
Ceftriaxone,0.8709669709205627,0.2579034941763727,155,446
Cefuroxime,0.8958788514137268,0.39291736930860033,233,360
Ciprofloxacin,0.3393073081970215,0.1089238845144357,83,679
Clarithromycin,0.717547595500946,0.2127659574468085,40,148
Clindamycin,0.9038195610046387,0.37554585152838427,86,143
Cotrimoxazole,0.9079398512840271,0.3231707317073171,265,555
Fosfomycin,0.8232040405273438,0.3837638376383764,104,167
Gentamicin,0.8307672739028931,0.1416256157635468,115,697
Nitrofurantoin,0.9099088907241821,0.175,63,297
Oxacillin,0.9747201800346375,0.5034013605442177,148,146
Penicillin,0.8777984380722046,0.6274509803921569,128,76
Piperacillin-Tazobactam,0.6071842312812805,0.12524850894632206,63,440
Polymyxin B,0.9997700452804565,0.15979381443298968,93,489
micro,0.8954746127128601,0.29138410227904393,,
macro,0.787793929086012,NaN,,
