class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8778938055038452,0.2773480662983425,251,654
Ampicillin,0.9469658136367798,0.6417582417582418,584,326
Cefepime,0.4350646436214447,0.15364583333333334,59,325
Ceftazidime,0.392893522977829,0.12704174228675136,70,481
Ceftriaxone,0.7682689428329468,0.2504378283712785,143,428
Cefuroxime,0.8652198314666748,0.3672014260249554,206,355
Ciprofloxacin,0.37752023339271545,0.10469798657718121,78,667
Clarithromycin,0.578384518623352,0.16901408450704225,36,177
Clindamycin,0.8811496496200562,0.3166023166023166,82,177
Cotrimoxazole,0.8703163862228394,0.2938271604938272,238,572
Fosfomycin,0.7975478172302246,0.34801762114537443,79,148
Gentamicin,0.8310123682022095,0.1493099121706399,119,678
Nitrofurantoin,0.9652737379074097,0.1755485893416928,56,263
Oxacillin,0.9502164721488953,0.4267515923566879,134,180
Penicillin,0.8115264177322388,0.5757575757575758,133,98
Piperacillin-Tazobactam,0.5341259241104126,0.10763209393346379,55,456
Polymyxin B,0.9997748136520386,0.16906474820143885,94,462
micro,0.8656067848205566,0.2726759927797834,,
macro,0.7578326411107007,NaN,,
