class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.9353606104850769,308,604
Ampicillin,0.9377869367599487,616,297
Cefepime,0.7824603319168091,49,323
Ceftazidime,0.7555336952209473,72,507
Ceftriaxone,0.9172139763832092,155,446
Cefuroxime,0.8959941864013672,233,360
Ciprofloxacin,0.8120375275611877,83,679
Clarithromycin,0.8179054260253906,40,148
Clindamycin,0.9138071537017822,86,143
Cotrimoxazole,0.9331836700439453,265,555
Fosfomycin,0.8652118444442749,104,167
Gentamicin,0.9131807684898376,115,697
Nitrofurantoin,0.9768585562705994,63,297
Oxacillin,0.9605238437652588,148,146
Penicillin,0.8135280013084412,128,76
Piperacillin-Tazobactam,0.8608586192131042,63,440
Polymyxin B,0.9999560117721558,93,489
micro,0.9295538067817688,,
macro,0.8877294799860787,,
