class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8960495591163635,0.3047304730473047,277,632
Ampicillin,0.9622911214828491,0.6604189636163176,599,308
Cefepime,0.5014524459838867,0.12672176308539945,46,317
Ceftazidime,0.3932092785835266,0.13186813186813187,72,474
Ceftriaxone,0.8299367427825928,0.24778761061946902,140,425
Cefuroxime,0.8686585426330566,0.3763440860215054,210,348
Ciprofloxacin,0.44937336444854736,0.11387434554973822,87,677
Clarithromycin,0.6966370940208435,0.20276497695852536,44,173
Clindamycin,0.8799868822097778,0.3130081300813008,77,169
Cotrimoxazole,0.8734726905822754,0.298159509202454,243,572
Fosfomycin,0.8351776003837585,0.4444444444444444,112,140
Gentamicin,0.7833315134048462,0.14089775561097256,113,689
Nitrofurantoin,0.9500476121902466,0.2111111111111111,76,284
Oxacillin,0.9780123233795166,0.415625,133,187
Penicillin,0.8533812165260315,0.6413502109704642,152,85
Piperacillin-Tazobactam,0.5154355764389038,0.14198782961460446,70,423
Polymyxin B,0.9997087717056274,0.18248175182481752,100,448
micro,0.8803855776786804,0.28656481689507973,,
macro,0.78036249034545,NaN,,
