class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8942463994026184,0.2989010989010989,272,638
Ampicillin,0.9524880051612854,0.6487376509330406,591,320
Cefepime,0.5005315542221069,0.14171122994652408,53,321
Ceftazidime,0.3185005486011505,0.13074204946996468,74,492
Ceftriaxone,0.8409359455108643,0.24573378839590443,144,442
Cefuroxime,0.8794276118278503,0.37349397590361444,217,364
Ciprofloxacin,0.4327320456504822,0.10949868073878628,83,675
Clarithromycin,0.7306562662124634,0.24870466321243523,48,145
Clindamycin,0.8583574295043945,0.3393665158371041,75,146
Cotrimoxazole,0.8898777365684509,0.34846625766871164,284,531
Fosfomycin,0.8301278948783875,0.3925925925925926,106,164
Gentamicin,0.760875403881073,0.1293213828425096,101,680
Nitrofurantoin,0.9527890682220459,0.2026315789473684,77,303
Oxacillin,0.9707571268081665,0.47157190635451507,141,158
Penicillin,0.8037986755371094,0.6388888888888888,138,78
Piperacillin-Tazobactam,0.4214429557323456,0.10869565217391304,55,451
Polymyxin B,0.9986491203308105,0.18309859154929578,104,464
micro,0.8769720196723938,0.2868494683827644,,
macro,0.766834928708918,NaN,,
