class,ROCAUC,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.9346064329147339,286,622
Ampicillin,0.9263023734092712,634,272
Cefepime,0.7676064968109131,52,296
Ceftazidime,0.7915528416633606,66,466
Ceftriaxone,0.8850246667861938,134,418
Cefuroxime,0.8807557225227356,210,339
Ciprofloxacin,0.8807300329208374,65,687
Clarithromycin,0.7916666269302368,47,192
Clindamycin,0.8827769160270691,77,191
Cotrimoxazole,0.9455975294113159,223,592
Fosfomycin,0.876750648021698,102,133
Gentamicin,0.9150983095169067,102,697
Nitrofurantoin,0.9649016261100769,53,279
Oxacillin,0.9550144076347351,154,180
Penicillin,0.7557611465454102,173,75
Piperacillin-Tazobactam,0.8201168775558472,66,415
Polymyxin B,0.997951865196228,95,442
micro,0.9278914928436279,,
macro,0.8807185011751512,,
