class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,0.0978207141160965,0.028077753779697623,26,900
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.6614610552787781,0.2693467336683417,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,0.671244740486145,0.5296735905044511,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN,NaN
Benzylpenicillin,0.6105524301528931,0.5748837209302325,618,457
Benzylpenicillin_others,0.1458333432674408,0.07407407407407407,2,25
Benzylpenicillin_with_meningitis,0.08012820780277252,0.07407407407407407,2,25
Benzylpenicillin_with_pneumonia,0.05000000074505806,0.037037037037037035,1,26
Caspofungin,NaN,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.4733891487121582,0.15926583777383066,269,1420
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,0.43690210580825806,0.2925,234,566
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.17400500178337097,0.1127659574468085,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN,NaN
Ceftriaxone,0.1876397728919983,0.10599078341013825,115,970
Cefuroxime,0.510517418384552,0.37858032378580325,304,499
Chloramphenicol,NaN,NaN,NaN,NaN
Ciprofloxacin,0.4154047667980194,0.16790490341753342,339,1680
Clarithromycin,0.20831505954265594,0.1722488038277512,36,173
Clindamycin,0.27795782685279846,0.2042594385285576,211,822
Colistin,NaN,NaN,NaN,NaN
Cotrimoxazol,0.14300978183746338,0.11206403659233848,196,1553
Cotrimoxazole,NaN,NaN,NaN,NaN
Daptomycin,0.0017667844658717513,0.0013908205841446453,1,718
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,0.11720100790262222,0.024844720496894408,20,785
Erythromycin,0.3556229770183563,0.2468354430379747,234,714
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.2748858630657196,0.19087947882736156,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,0.5358444452285767,0.2391304347826087,176,560
Gentamicin,0.2575433850288391,0.08597285067873303,133,1414
Gentamicin_high_level,0.22213715314865112,0.16744186046511628,36,179
Imipenem,0.40189680457115173,0.0757201646090535,92,1123
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.5567251443862915,0.16362126245847175,197,1007
Linezolid,NaN,NaN,NaN,NaN
Meropenem,0.021863680332899094,0.012008733624454149,11,905
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,0.9166666269302368,0.09375,3,29
Micafungin,NaN,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN,NaN
Mupirocin,0.015980973839759827,0.01358695652173913,10,726
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,0.7906668782234192,0.5261083743842364,534,481
Norfloxacin,0.30271223187446594,0.17875,143,657
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.5403764843940735,0.25444596443228457,186,545
Penicillin,NaN,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN,NaN
Piperacillin-Tazobactam,0.19755959510803223,0.16,188,987
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.07660398632287979,0.016209476309226933,13,789
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,0.4008280634880066,0.3170731707317073,26,56
Teicoplanin,0.03983043134212494,0.013404825737265416,10,736
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.28507575392723083,0.14823261117445838,130,747
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN,NaN
Tigecycline,0.03809523954987526,0.0020898641588296763,2,955
Tobramycin,NaN,NaN,NaN,NaN
Vancomycin,0.08019374310970306,0.012944983818770227,16,1220
Voriconazole,NaN,NaN,NaN,NaN
micro,0.4213370680809021,0.17721992178513918,,
macro,0.3045857533610328,NaN,,
