class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8577744960784912,0.27835051546391754,108,280
Ampicillin,0.9810147285461426,0.4849624060150376,129,137
Benzylpenicillin,0.9730836153030396,0.5765765765765766,128,94
Cefepime,0.7598211765289307,0.15315315315315314,51,282
Ciprofloxacin,0.6227964758872986,0.14463840399002495,58,343
Clindamycin,0.5350025296211243,0.21226415094339623,45,167
Fosfomycin,0.8481470346450806,0.2525597269624573,74,219
Nitrofurantoin,0.9979045987129211,0.5210526315789473,99,91
micro,0.9014447927474976,0.30021691973969633,,
macro,0.8219430819153786,NaN,,
