class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8497429490089417,0.25307125307125306,103,304
Ampicillin,0.9620290994644165,0.5342960288808665,148,129
Benzylpenicillin,0.973914384841919,0.5753424657534246,126,93
Cefepime,0.6679422855377197,0.16176470588235295,55,285
Ciprofloxacin,0.605488121509552,0.1517412935323383,61,341
Clindamycin,0.7476537823677063,0.1895734597156398,40,171
Fosfomycin,0.7866875529289246,0.15822784810126583,50,266
Nitrofurantoin,0.9961047768592834,0.5410628019323671,112,95
micro,0.9003315567970276,0.2921395544346364,,
macro,0.8236953690648079,NaN,,
