class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8851934671401978,0.29545454545454547,117,279
Ampicillin,0.9791262149810791,0.5538461538461539,144,116
Benzylpenicillin,0.9756292700767517,0.5701754385964912,130,98
Cefepime,0.7647299766540527,0.19696969696969696,65,265
Ciprofloxacin,0.7054103016853333,0.16957605985037408,68,333
Clindamycin,0.6605739593505859,0.2300469483568075,49,164
Fosfomycin,0.8023656606674194,0.21782178217821782,66,237
Nitrofurantoin,0.9891955256462097,0.5257731958762887,102,92
micro,0.9020038843154907,0.31870967741935485,,
macro,0.8452780470252037,NaN,,
