class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3540312647819519,0.05216881594372802,178,3234
Amoxicillin-Clavulanic acid,0.9011483192443848,0.39057507987220447,1956,3052
Ampicillin-Amoxicillin,0.984688401222229,0.8164260266266642,4354,979
Cefazolin,0.9278057813644409,0.4269496544916091,865,1161
Cefepime,0.848983108997345,0.23197602679358365,1316,4357
Cefpodoxime,0.9022296071052551,0.3373313343328336,450,884
Ceftazidime,0.5744561553001404,0.13629758791049112,469,2972
Ceftriaxone,0.8512921929359436,0.27558161528276903,1457,3830
Cefuroxime,0.9170516133308411,0.42857142857142855,921,1228
Ciprofloxacin,0.7893921136856079,0.24869024230517353,1519,4589
Clindamycin,0.7194392085075378,0.31872340425531914,749,1601
Colistin,0.9836446642875671,0.15099557522123894,546,3070
Cotrimoxazole,0.6077508926391602,0.18850920015020653,1004,4322
Ertapenem,0.49301350116729736,0.01826326671261199,53,2849
Erythromycin,0.7628260254859924,0.4086687306501548,924,1337
Fosfomycin-Trometamol,0.5661963820457458,0.20228384991843393,248,978
Fusidic acid,0.7587924599647522,0.3436776285317277,742,1417
Gentamicin,0.8178360462188721,0.22600186393289842,485,1661
Imipenem,0.9122139811515808,0.23758804329153066,1383,4438
Levofloxacin,0.7439550161361694,0.19124087591240876,786,3324
Meropenem,0.8723379969596863,0.17985733695652173,1059,4829
Nitrofurantoin,0.9121370911598206,0.19721577726218098,85,346
Norfloxacin,0.5625709891319275,0.13267813267813267,162,1059
Oxacillin,0.9236964583396912,0.43082469580892296,956,1263
Penicillin,0.9795348644256592,0.7405086619977884,2009,704
Piperacillin-Tazobactam,0.8057177066802979,0.2309055466950204,1303,4340
Rifampicin,0.6460167169570923,0.05623031938821413,125,2098
Teicoplanin,0.4959714412689209,0.031189083820662766,48,1491
Tetracycline,0.8490580320358276,0.3179791976225854,642,1377
Tobramycin,0.43510007858276367,0.09015025041736227,324,3270
micro,0.8735617995262146,0.2734275746637359,,
macro,0.7632962703704834,NaN,,
