class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.302214115858078,0.05836909871244635,204,3291
Amoxicillin-Clavulanic acid,0.9009047150611877,0.3913129710432368,1973,3069
Ampicillin-Amoxicillin,0.9830389022827148,0.816028132518971,4409,994
Cefazolin,0.9161316752433777,0.4165818921668362,819,1147
Cefepime,0.8266526460647583,0.22693048502889163,1296,4415
Cefpodoxime,0.9150493144989014,0.3441021788129226,458,873
Ceftazidime,0.5947155952453613,0.1393698552370139,491,3032
Ceftriaxone,0.8287538290023804,0.26787057938299474,1424,3892
Cefuroxime,0.9086692929267883,0.4189646831156265,866,1201
Ciprofloxacin,0.780577540397644,0.2363903874448259,1446,4671
Clindamycin,0.7360543012619019,0.29424681598594643,670,1607
Colistin,0.9796221852302551,0.1610396570203644,601,3131
Cotrimoxazole,0.6378384232521057,0.18045112781954886,960,4360
Ertapenem,0.47189298272132874,0.017976031957390146,54,2950
Erythromycin,0.7568234801292419,0.3932687874596588,853,1316
Fosfomycin-Trometamol,0.6094247102737427,0.23064250411861614,280,934
Fusidic acid,0.7467032670974731,0.3060635226179018,636,1442
Gentamicin,0.8273164629936218,0.2217917675544794,458,1607
Imipenem,0.9136085510253906,0.23110809894950865,1364,4538
Levofloxacin,0.735995352268219,0.18693371483071053,784,3410
Meropenem,0.862947404384613,0.16669484361792053,986,4929
Nitrofurantoin,0.8395698666572571,0.18491484184914841,76,335
Norfloxacin,0.5448482632637024,0.1329479768786127,161,1050
Oxacillin,0.9139856100082397,0.42159143787808284,906,1243
Penicillin,0.9712107181549072,0.728030303030303,1922,718
Piperacillin-Tazobactam,0.7770927548408508,0.22577247191011235,1286,4410
Rifampicin,0.6881822347640991,0.05534883720930232,119,2031
Teicoplanin,0.5830939412117004,0.028985507246376812,44,1474
Tetracycline,0.8414522409439087,0.3166063114330057,612,1321
Tobramycin,0.4113209843635559,0.09467135515282661,350,3347
micro,0.8699420690536499,0.2670938879148782,,
macro,0.7601897120475769,NaN,,
