class,ROCAUC,n_positives,n_negatives
Amikacin,0.8330846428871155,204,3291
Amoxicillin-Clavulanic acid,0.913330614566803,1973,3069
Ampicillin-Amoxicillin,0.9347138404846191,4409,994
Cefazolin,0.9362759590148926,819,1147
Cefepime,0.9094745516777039,1296,4415
Cefpodoxime,0.9282076954841614,458,873
Ceftazidime,0.8538166284561157,491,3032
Ceftriaxone,0.8967446088790894,1424,3892
Cefuroxime,0.9291824102401733,866,1201
Ciprofloxacin,0.891330897808075,1446,4671
Clindamycin,0.8510722517967224,670,1607
Colistin,0.9842692613601685,601,3131
Cotrimoxazole,0.8682824969291687,960,4360
Ertapenem,0.8863025307655334,54,2950
Erythromycin,0.8298870325088501,853,1316
Fosfomycin-Trometamol,0.7985775470733643,280,934
Fusidic acid,0.862864077091217,636,1442
Gentamicin,0.9297043681144714,458,1607
Imipenem,0.9570406079292297,1364,4538
Levofloxacin,0.8860558271408081,784,3410
Meropenem,0.948020339012146,986,4929
Nitrofurantoin,0.9582481980323792,76,335
Norfloxacin,0.8470156192779541,161,1050
Oxacillin,0.9334649443626404,906,1243
Penicillin,0.9403244853019714,1922,718
Piperacillin-Tazobactam,0.8709580898284912,1286,4410
Rifampicin,0.9363852143287659,119,2031
Teicoplanin,0.9732792973518372,44,1474
Tetracycline,0.9087367057800293,612,1321
Tobramycin,0.8390883207321167,350,3347
micro,0.9271113872528076,,
macro,0.9011913021405538,,
