class,ROCAUC,n_positives,n_negatives
Amikacin,0.8395810127258301,205,3260
Amoxicillin-Clavulanic acid,0.8991575837135315,2038,3102
Ampicillin-Amoxicillin,0.9350094199180603,4406,999
Cefazolin,0.9236405491828918,871,1161
Cefepime,0.8995739817619324,1346,4383
Cefpodoxime,0.9141649007797241,474,869
Ceftazidime,0.8248384594917297,497,3002
Ceftriaxone,0.8977938294410706,1514,3884
Cefuroxime,0.9146910309791565,916,1217
Ciprofloxacin,0.872700035572052,1521,4630
Clindamycin,0.8292555809020996,737,1599
Colistin,0.9959072470664978,560,3124
Cotrimoxazole,0.8473581671714783,994,4376
Ertapenem,0.8988425135612488,59,2933
Erythromycin,0.8231879472732544,912,1314
Fosfomycin-Trometamol,0.8167767524719238,273,952
Fusidic acid,0.8532311916351318,690,1453
Gentamicin,0.9213795065879822,475,1668
Imipenem,0.9518420100212097,1368,4541
Levofloxacin,0.8722884058952332,809,3357
Meropenem,0.9424700736999512,1051,4917
Nitrofurantoin,0.9461268186569214,83,333
Norfloxacin,0.8071990013122559,196,1019
Oxacillin,0.9135270714759827,944,1288
Penicillin,0.9527565240859985,1980,700
Piperacillin-Tazobactam,0.8661108016967773,1341,4378
Rifampicin,0.9170742630958557,98,2107
Teicoplanin,0.968387246131897,40,1482
Tetracycline,0.9117946624755859,604,1402
Tobramycin,0.8506829142570496,340,3312
micro,0.9205247163772583,,
macro,0.8935783167680105,,
