class,ROCAUC,n_positives,n_negatives
Amikacin,0.8303992748260498,178,3234
Amoxicillin-Clavulanic acid,0.9175071716308594,1956,3052
Ampicillin-Amoxicillin,0.93421471118927,4354,979
Cefazolin,0.9398514628410339,865,1161
Cefepime,0.9241107106208801,1316,4357
Cefpodoxime,0.912061333656311,450,884
Ceftazidime,0.8452220559120178,469,2972
Ceftriaxone,0.9127883911132812,1457,3830
Cefuroxime,0.9302777051925659,921,1228
Ciprofloxacin,0.8946130871772766,1519,4589
Clindamycin,0.8439239859580994,749,1601
Colistin,0.9912219047546387,546,3070
Cotrimoxazole,0.8500778675079346,1004,4322
Ertapenem,0.933972179889679,53,2849
Erythromycin,0.8335267901420593,924,1337
Fosfomycin-Trometamol,0.7939178347587585,248,978
Fusidic acid,0.8443695902824402,742,1417
Gentamicin,0.9194982647895813,485,1661
Imipenem,0.959311306476593,1383,4438
Levofloxacin,0.8925533294677734,786,3324
Meropenem,0.950965404510498,1059,4829
Nitrofurantoin,0.981706976890564,85,346
Norfloxacin,0.8378275036811829,162,1059
Oxacillin,0.9365552067756653,956,1263
Penicillin,0.9443718194961548,2009,704
Piperacillin-Tazobactam,0.8933034539222717,1303,4340
Rifampicin,0.9141620993614197,125,2098
Teicoplanin,0.9721664190292358,48,1491
Tetracycline,0.906659722328186,642,1377
Tobramycin,0.8279411196708679,324,3270
micro,0.9301567077636719,,
macro,0.902302622795105,,
