class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3726516664028168,0.05916305916305916,205,3260
Amoxicillin-Clavulanic acid,0.8893547654151917,0.39649805447470815,2038,3102
Ampicillin-Amoxicillin,0.9842493534088135,0.8151711378353377,4406,999
Cefazolin,0.9132694602012634,0.4286417322834646,871,1161
Cefepime,0.8198881149291992,0.23494501658230058,1346,4383
Cefpodoxime,0.9025300145149231,0.35294117647058826,474,869
Ceftazidime,0.5491915345191956,0.14204058302372105,497,3002
Ceftriaxone,0.8361919522285461,0.2804742497221193,1514,3884
Cefuroxime,0.9036985039710999,0.42944210032817626,916,1217
Ciprofloxacin,0.7637144923210144,0.24727686555031703,1521,4630
Clindamycin,0.7140250205993652,0.3154965753424658,737,1599
Colistin,0.9911409616470337,0.15200868621064062,560,3124
Cotrimoxazole,0.6035952568054199,0.1851024208566108,994,4376
Ertapenem,0.2897982597351074,0.019719251336898395,59,2933
Erythromycin,0.7550854682922363,0.40970350404312667,912,1314
Fosfomycin-Trometamol,0.6446409821510315,0.22285714285714286,273,952
Fusidic acid,0.739437460899353,0.32197853476434907,690,1453
Gentamicin,0.8164656162261963,0.2216518898740084,475,1668
Imipenem,0.909538745880127,0.2315112540192926,1368,4541
Levofloxacin,0.7210647463798523,0.1941910705712914,809,3357
Meropenem,0.8549089431762695,0.1761058981233244,1051,4917
Nitrofurantoin,0.8554980158805847,0.19951923076923078,83,333
Norfloxacin,0.5614591836929321,0.16131687242798354,196,1019
Oxacillin,0.9027240872383118,0.4229390681003584,944,1288
Penicillin,0.9822523593902588,0.7388059701492538,1980,700
Piperacillin-Tazobactam,0.7712190747261047,0.2344815527190068,1341,4378
Rifampicin,0.5097273588180542,0.044444444444444446,98,2107
Teicoplanin,0.6059074997901917,0.026281208935611037,40,1482
Tetracycline,0.8523585796356201,0.30109670987038883,604,1402
Tobramycin,0.45610949397087097,0.09309967141292443,340,3312
micro,0.8660102486610413,0.27313593862383123,,
macro,0.7490565657615662,NaN,,
