class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,0.044780485332012177,0.03676470588235294,25,655
Amikacin,0.0720175951719284,0.05661363372430612,975,16247
Aminoglycosides,0.18999040126800537,0.16393442622950818,20,102
Amoxicillin,0.18504232168197632,0.21621621621621623,136,493
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.3065491318702698,0.3932138893293166,9920,15308
Amoxicillin-Clavulanic acid_uncomplicated_HWI,0.4240862727165222,0.3,24,56
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,NaN,NaN,NaN,NaN
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,0.8535425662994385,0.8174612035279669,21966,4905
Ampicillin-Sulbactam,0.8598892092704773,0.7857142857142857,11,3
Anidulafungin,0.20506814122200012,0.28296296296296297,191,484
Azithromycin,0.09569527208805084,0.12631578947368421,12,83
Aztreonam,0.7517200708389282,0.705607476635514,604,252
Bacitracin,1.0,1.0,4,0
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.05137860029935837,0.05393586005830904,37,649
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,0.4800313711166382,0.420785173375847,4223,5813
Cefepime,0.24772359430789948,0.2288945076555696,6518,21958
Cefixime,0.09457636624574661,0.08108108108108109,6,68
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN,NaN
Cefoxitin_screen,0.10447920858860016,0.09615384615384616,5,47
Cefpodoxime,0.6727014183998108,0.34791666666666665,2338,4382
Ceftarolin,0.17665797472000122,0.2702702702702703,10,27
Ceftazidime,0.15701304376125336,0.14115685372585096,2455,14937
Ceftazidime-Avibactam,0.1642100214958191,0.2222222222222222,16,56
Ceftobiprole,0.4766424298286438,0.6129032258064516,38,24
Ceftolozane-Tazobactam,0.6960369348526001,0.32710280373831774,35,72
Ceftriaxone,0.34142595529556274,0.27496703710679976,7299,19246
Cefuroxime,0.5883620977401733,0.4230478351295141,4475,6103
Chloramphenicol,0.17053669691085815,0.13793103448275862,28,175
Ciprofloxacin,0.2988338768482208,0.24431129882460792,7462,23081
Clarithromycin,0.17874842882156372,0.18849840255591055,59,254
Clindamycin,0.45838046073913574,0.3132104719255942,3637,7975
Colistin,0.11660927534103394,0.15545737195221732,2850,15483
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.26758554577827454,0.18288288288288287,4872,21768
Daptomycin,0.013780198991298676,0.008784258608573436,100,11284
Doxycycline,0.30921661853790283,0.11428571428571428,12,93
Ertapenem,0.01840926706790924,0.019521453263742966,288,14465
Erythromycin,0.5503934621810913,0.4087914071667118,4529,6550
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,0.414261132478714,0.3925925925925926,265,410
Fosfomycin,0.6928964257240295,0.5802469135802469,47,34
Fosfomycin-Trometamol,0.2774166166782379,0.21634850709740577,1326,4803
Fusidic acid,0.3637101650238037,0.32086114505969726,3413,7224
Gentamicin,0.3770292103290558,0.2176954343510729,2303,8276
Gentamicin_high_level,0.19068855047225952,0.15451895043731778,106,580
Imipenem,0.3957464396953583,0.23381307202885238,6872,22519
Isavuconazole,0.5,0.2,1,4
Itraconazole,0.45197850465774536,0.3772455089820359,252,416
Levofloxacin,0.18808551132678986,0.19115665896843725,3973,16811
Linezolid,0.0008478061063215137,0.0011393229166666667,14,12274
Meropenem,0.34036046266555786,0.17422369713182756,5145,24386
Meropenem_with_meningitis,0.156932070851326,0.13333333333333333,28,182
Meropenem_without_meningitis,0.26307377219200134,0.035211267605633804,5,137
Metronidazole,0.12335754930973053,0.05668016194331984,14,233
Micafungin,0.11365868896245956,0.1514705882352941,103,577
Minocycline,0.35523340106010437,0.2972972972972973,22,52
Moxifloxacin,0.2005380243062973,0.22141119221411193,91,320
Mupirocin,0.0114867202937603,0.00655307994757536,25,3790
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,0.6959022283554077,0.1954459203036053,412,1696
Norfloxacin,0.13150258362293243,0.14266994266994268,871,5234
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.7095813751220703,0.42248520710059173,4641,6344
Penicillin,0.730075478553772,0.7370580337162465,9881,3525
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,0.5033721923828125,0.5393939393939394,178,152
Penicillin_with_meningitis,0.16804365813732147,0.19931271477663232,58,233
Penicillin_with_other_infections,0.15226781368255615,0.17465753424657535,51,241
Penicillin_with_pneumonia,0.030905768275260925,0.040955631399317405,12,281
Penicillin_without_endokarditis,0.4039291739463806,0.4338461538461538,141,184
Piperacillin,NaN,NaN,NaN,NaN
Piperacillin-Tazobactam,0.2474268525838852,0.23050919078808366,6546,21852
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,0.0768374502658844,0.12378640776699029,51,361
Quinolones,0.11194809526205063,0.05687203791469194,12,199
Rifampicin,0.14818823337554932,0.04942549699069852,542,10424
Rifampicin_1mg-l,0.1944444477558136,0.2,2,8
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.03400246426463127,0.02938499544922637,226,7465
Teicoplanin_GRD,0.2666666805744171,0.16666666666666666,2,10
Tetracycline,0.7329485416412354,0.3107481347045775,3082,6836
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,0.9999999403953552,1.0,5,0
Tigecycline,0.20323821902275085,0.003908794788273616,48,12232
Tobramycin,0.09225481748580933,0.0931830676195712,1695,16495
Vancomycin,0.08791717886924744,0.011806845317060229,178,14898
Voriconazole,0.044560935348272324,0.05776892430278884,29,473
micro,0.28079482913017273,0.2447945986358075,,
macro,0.3132293354827102,NaN,,
