class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,0.025285551324486732,0.01687344913151365,34,1981
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.6351486444473267,0.22983626440266827,1516,5080
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN,NaN
Ampicillin,0.6657590270042419,0.703795259560855,4840,2037
Ampicillin+Sulbactam,NaN,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,0.406049519777298,0.5052264808362369,145,142
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN,NaN
Aztreonam,0.11096079647541046,0.10526315789473684,24,204
Bacitracin,NaN,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.107147216796875,0.04853110599078341,337,6607
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN,NaN
Cefotaxime,0.05000000074505806,0.04,1,24
Cefoxitin,NaN,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.1663409173488617,0.08008658008658008,555,6375
Ceftazidime-Avibactam,NaN,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN,NaN
Ceftriaxone,0.1693149358034134,0.07993351465699607,529,6089
Cefuroxime,NaN,NaN,NaN,NaN
Chloramphenicol,1.0,0.038461538461538464,1,25
Ciprofloxacin,0.2803749144077301,0.116226953244372,1141,8676
Clarithromycin,NaN,NaN,NaN,NaN
Clindamycin,0.5382451415061951,0.384180790960452,136,218
Colistin,0.07277225703001022,0.06070287539936102,19,294
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,1.0,1.0,1280,0
Daptomycin,0.12825821340084076,0.11224489795918367,44,348
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,0.02618284709751606,0.018038502349552826,119,6478
Erythromycin,0.4554689824581146,0.2887700534759358,702,1729
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.27339255809783936,0.15183028286189684,1460,8156
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,NaN,NaN,NaN,NaN
Gentamicin,0.1921597421169281,0.04937163375224417,495,9531
Gentamicin_high_level,NaN,NaN,NaN,NaN
Imipenem,0.4406859576702118,0.080997798972854,552,6263
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.34700626134872437,0.22380952380952382,47,163
Linezolid,0.00107420957647264,0.0012004801920768306,4,3328
Meropenem,0.06034240871667862,0.01539250897896357,30,1919
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN,NaN
Micafungin,NaN,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN,NaN
Mupirocin,NaN,NaN,NaN,NaN
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,NaN,NaN,NaN,NaN
Norfloxacin,NaN,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,NaN,NaN,NaN,NaN
Penicillin,0.8525059223175049,0.8395402298850575,1826,349
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,0.11097858846187592,0.13095238095238096,33,219
Piperacillin-Tazobactam,0.1390843391418457,0.08356424092168586,573,6284
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.08951489627361298,0.006981382978723404,21,2987
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.026183998212218285,0.027874564459930314,8,279
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.33661049604415894,0.09816152330925805,299,2747
Ticarcillin,0.6955333948135376,0.7030567685589519,161,68
Ticarcillin-Clavulan acid,0.4543447196483612,0.4425531914893617,104,131
Tigecycline,0.0016747380141168833,0.000651890482398957,2,3066
Tobramycin,0.07410986721515656,0.036923076923076927,12,313
Vancomycin,0.02105916664004326,0.005103572500750525,17,3314
Voriconazole,NaN,NaN,NaN,NaN
micro,0.4521615505218506,0.15171880417100034,,
macro,0.2927520655862549,NaN,,
