class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6620117425918579,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.5406183004379272,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.8114608526229858,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.849056601524353,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.9215686321258545,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.5743817090988159,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5736733675003052,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.7867306470870972,716,2159
Cefuroxime,0.3861429691314697,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6333415508270264,396,3385
Clarithromycin,0.7049297094345093,215,835
Clindamycin,0.8805052042007446,397,826
Colistin,0.5428571105003357,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.7976187467575073,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.439699649810791,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.6339869499206543,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.81247878074646,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.49927714467048645,31,714
Gentamicin,0.35141217708587646,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8289622664451599,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.8453947901725769,3,304
Meropenem,0.3472222089767456,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.35922330617904663,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.1931818127632141,4,66
Mupirocin,0.9045928120613098,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8887085914611816,325,1426
Norfloxacin,0.40310004353523254,191,1140
Novobiocin,0.459293395280838,7,93
Oxacillin,0.9017807841300964,710,851
Penicillin,0.5839792490005493,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6233431696891785,309,2185
Polymyxin B,0.5184212327003479,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.48723822832107544,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.4243856370449066,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.806689977645874,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.6492893099784851,,
macro,0.4995058554670085,,
