class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.2923791706562042,0.045372050816696916,200,4208
Amoxicillin-Clavulanic acid,0.882899284362793,0.35104166666666664,2696,4984
Ampicillin,0.947651743888855,0.6823575949367089,1725,803
Ampicillin-Amoxicillin,0.9856436848640442,0.8165548098434005,4380,984
Aztreonam,0.8816033601760864,0.6026200873362445,138,91
Benzylpenicillin,0.952879011631012,0.6170212765957447,145,90
Cefazolin,0.915336012840271,0.41398116013882,835,1182
Cefepime,0.7812330722808838,0.18757986199846666,1468,6358
Cefpodoxime,0.9155212044715881,0.3474702380952381,467,877
Ceftazidime,0.4796629548072815,0.12646536412078152,712,4918
Ceftriaxone,0.796970546245575,0.2309245054501413,1716,5715
Cefuroxime,0.892371654510498,0.41117626767850984,1192,1707
Ciprofloxacin,0.7197968363761902,0.20434876676763306,1889,7355
Clarithromycin,0.5305449366569519,0.1836734693877551,54,240
Clindamycin,0.7487603425979614,0.3136700812433769,888,1943
Colistin,0.9836034774780273,0.15668449197860962,586,3154
Cotrimoxazole,0.7495794296264648,0.22975310583425068,1461,4898
Ertapenem,0.3786833584308624,0.02305084745762712,102,4323
Erythromycin,0.7428369522094727,0.37593728698023177,1103,1831
Fosfomycin,0.7340462803840637,0.1966955153422502,500,2042
Fosfomycin-Trometamol,0.633599579334259,0.22624798711755234,281,961
Fusidic acid,0.7315895557403564,0.2996702390766694,727,1699
Gentamicin,0.743775486946106,0.13386575394561703,704,4555
Imipenem,0.8821772336959839,0.19297799262180385,1517,6344
Levofloxacin,0.7131372690200806,0.18652849740932642,828,3611
Meropenem,0.8471163511276245,0.15974687451767247,1035,5444
Mupirocin,0.9608597755432129,0.11089494163424124,114,914
Nitrofurantoin,0.9525690078735352,0.28249744114636643,276,701
Norfloxacin,0.49593061208724976,0.15183867141162516,256,1430
Oxacillin,0.9193963408470154,0.41518026565464894,1094,1541
Penicillin,0.9681591987609863,0.7462597247157391,2494,848
Piperacillin-Tazobactam,0.7393007278442383,0.1995895330938943,1556,6240
Polymyxin B,0.9996866583824158,0.19170984455958548,111,468
Rifampicin,0.5704588890075684,0.038003220611916265,118,2987
Teicoplanin,0.6340104937553406,0.027649769585253458,48,1688
Tetracycline,0.8411975502967834,0.2580874511198009,726,2087
Tobramycin,0.38875290751457214,0.09375,348,3364
Vancomycin,0.8397247791290283,0.012345679012345678,51,4080
micro,0.8526270389556885,0.24461425151905727,,
macro,0.7677222560895117,NaN,,
