class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.2958115339279175,0.047901459854014596,210,4174
Amoxicillin-Clavulanic acid,0.8749251365661621,0.34809380322284816,2657,4976
Ampicillin,0.9403029680252075,0.6670467502850627,1755,876
Ampicillin-Amoxicillin,0.9838631749153137,0.8165242165242165,4299,966
Aztreonam,0.8194683790206909,0.5315315315315315,118,104
Benzylpenicillin,0.9669563174247742,0.6210045662100456,136,83
Cefazolin,0.9155776500701904,0.40948058497226425,812,1171
Cefepime,0.7776952981948853,0.18723513548221396,1458,6329
Cefpodoxime,0.9190334677696228,0.3675918979744936,490,843
Ceftazidime,0.46951836347579956,0.12261288595395324,687,4916
Ceftriaxone,0.7920122146606445,0.2316276537833424,1702,5646
Cefuroxime,0.888312816619873,0.39992915338292595,1129,1694
Ciprofloxacin,0.7032318115234375,0.19813368055555555,1826,7390
Clarithromycin,0.6394784450531006,0.20253164556962025,64,252
Clindamycin,0.7426135540008545,0.30990864371047083,882,1964
Colistin,0.9754784107208252,0.14697876973326074,540,3134
Cotrimoxazole,0.7757496237754822,0.23954073608052848,1523,4835
Ertapenem,0.28723326325416565,0.019872087711283692,87,4291
Erythromycin,0.7278809547424316,0.3710801393728223,1065,1805
Fosfomycin,0.6887784004211426,0.18220834959032384,467,2096
Fosfomycin-Trometamol,0.6341632604598999,0.21975308641975308,267,948
Fusidic acid,0.7291964292526245,0.27867494824016564,673,1742
Gentamicin,0.7513649463653564,0.1320754716981132,700,4600
Imipenem,0.8881452083587646,0.18858307849133538,1480,6368
Levofloxacin,0.7225441932678223,0.19817974971558588,871,3524
Meropenem,0.8591717481613159,0.15601620947630923,1001,5415
Mupirocin,0.9756679534912109,0.11436413540713632,125,968
Nitrofurantoin,0.9076018333435059,0.25971370143149286,254,724
Norfloxacin,0.5383825302124023,0.1398176291793313,230,1415
Oxacillin,0.9121369123458862,0.4050394885295224,1077,1582
Penicillin,0.9656864404678345,0.7321051041981275,2424,887
Piperacillin-Tazobactam,0.734017014503479,0.1889804325437693,1468,6300
Polymyxin B,0.983528733253479,0.16666666666666666,96,480
Rifampicin,0.6015605330467224,0.037644787644787646,117,2991
Teicoplanin,0.6304925680160522,0.0259009009009009,46,1730
Tetracycline,0.7963414788246155,0.23807790316709138,654,2093
Tobramycin,0.3789490759372711,0.0959166895039737,350,3299
Vancomycin,0.799677848815918,0.01079136690647482,45,4125
micro,0.850875973701477,0.24042669778894257,,
macro,0.7629618550601759,NaN,,
