class,ROCAUC,n_positives,n_negatives
Amikacin,0.8343430161476135,210,4174
Amoxicillin-Clavulanic acid,0.9088996648788452,2657,4976
Ampicillin,0.8933413624763489,1755,876
Ampicillin-Amoxicillin,0.9356728196144104,4299,966
Aztreonam,0.7922099232673645,118,104
Benzylpenicillin,0.9511871337890625,136,83
Cefazolin,0.9310024976730347,812,1171
Cefepime,0.9003759622573853,1458,6329
Cefpodoxime,0.9265087842941284,490,843
Ceftazidime,0.794069766998291,687,4916
Ceftriaxone,0.884421706199646,1702,5646
Cefuroxime,0.9109565615653992,1129,1694
Ciprofloxacin,0.8634402751922607,1826,7390
Clarithromycin,0.7867063283920288,64,252
Clindamycin,0.8434133529663086,882,1964
Colistin,0.9853193163871765,540,3134
Cotrimoxazole,0.8944018483161926,1523,4835
Ertapenem,0.8785938024520874,87,4291
Erythromycin,0.8126117587089539,1065,1805
Fosfomycin,0.8671212792396545,467,2096
Fosfomycin-Trometamol,0.816574215888977,267,948
Fusidic acid,0.8668735027313232,673,1742
Gentamicin,0.9018916487693787,700,4600
Imipenem,0.9587675333023071,1480,6368
Levofloxacin,0.8778841495513916,871,3524
Meropenem,0.9529744386672974,1001,5415
Mupirocin,0.9934958815574646,125,968
Nitrofurantoin,0.9660351872444153,254,724
Norfloxacin,0.825183629989624,230,1415
Oxacillin,0.9304125308990479,1077,1582
Penicillin,0.9193832874298096,2424,887
Piperacillin-Tazobactam,0.8664698600769043,1468,6300
Polymyxin B,0.9875650405883789,96,480
Rifampicin,0.9034568667411804,117,2991
Teicoplanin,0.9758859872817993,46,1730
Tetracycline,0.8925784826278687,654,2093
Tobramycin,0.8232495188713074,350,3299
Vancomycin,0.9564282894134521,45,4125
micro,0.9264161586761475,,
macro,0.8949922950644242,,
