class,ROCAUC,n_positives,n_negatives
Amikacin,0.8472816944122314,229,4106
Amoxicillin-Clavulanic acid,0.9141600131988525,2693,5008
Ampicillin,0.8944097757339478,1756,879
Ampicillin-Amoxicillin,0.934856116771698,4404,949
Aztreonam,0.8824803233146667,127,80
Benzylpenicillin,0.9623538851737976,98,103
Cefazolin,0.9396659731864929,868,1138
Cefepime,0.9152364730834961,1479,6268
Cefpodoxime,0.9237675666809082,443,895
Ceftazidime,0.8224576711654663,690,4877
Ceftriaxone,0.9034638404846191,1740,5714
Cefuroxime,0.9245320558547974,1196,1629
Ciprofloxacin,0.8716462850570679,1832,7405
Clarithromycin,0.7423347234725952,68,259
Clindamycin,0.8428736925125122,896,1964
Colistin,0.9879873991012573,571,3096
Cotrimoxazole,0.8824291825294495,1486,4875
Ertapenem,0.8406753540039062,73,4384
Erythromycin,0.828404426574707,1112,1804
Fosfomycin,0.8756589889526367,471,2058
Fosfomycin-Trometamol,0.8502424955368042,239,981
Fusidic acid,0.8548629879951477,772,1639
Gentamicin,0.9054099321365356,677,4582
Imipenem,0.9626874923706055,1531,6268
Levofloxacin,0.8837490677833557,837,3530
Meropenem,0.9572826027870178,1057,5380
Mupirocin,0.9820157885551453,110,920
Nitrofurantoin,0.9730919599533081,267,732
Norfloxacin,0.7979244589805603,229,1413
Oxacillin,0.9411956667900085,1125,1524
Penicillin,0.9187654852867126,2546,853
Piperacillin-Tazobactam,0.8807603120803833,1519,6243
Polymyxin B,0.9996307492256165,94,461
Rifampicin,0.9252706170082092,124,2980
Teicoplanin,0.9241102337837219,50,1669
Tetracycline,0.9130874276161194,713,2091
Tobramycin,0.843468427658081,346,3289
Vancomycin,0.9308386445045471,44,4107
micro,0.9313721060752869,,
macro,0.8995018366136049,,
