class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.3630084991455078,0.05282583621683968,229,4106
Amoxicillin-Clavulanic acid,0.8849941492080688,0.34969484482534735,2693,5008
Ampicillin,0.9450665712356567,0.6664136622390892,1756,879
Ampicillin-Amoxicillin,0.9858471751213074,0.8227162338875397,4404,949
Aztreonam,0.9159737825393677,0.6135265700483091,127,80
Benzylpenicillin,0.9629022479057312,0.48756218905472637,98,103
Cefazolin,0.9237661957740784,0.43270189431704886,868,1138
Cefepime,0.8153623342514038,0.19091261133341939,1479,6268
Cefpodoxime,0.9049638509750366,0.3310911808669656,443,895
Ceftazidime,0.5138278603553772,0.12394467397161847,690,4877
Ceftriaxone,0.8140092492103577,0.23343171451569628,1740,5714
Cefuroxime,0.9034608602523804,0.42336283185840706,1196,1629
Ciprofloxacin,0.7157794833183289,0.19833279203204504,1832,7405
Clarithromycin,0.5640138387680054,0.20795107033639143,68,259
Clindamycin,0.7437072992324829,0.3132867132867133,896,1964
Colistin,0.9807463884353638,0.1557131169893646,571,3096
Cotrimoxazole,0.7487890124320984,0.23361106744222607,1486,4875
Ertapenem,0.21139150857925415,0.016378730087502805,73,4384
Erythromycin,0.7532534003257751,0.3813443072702332,1112,1804
Fosfomycin,0.7122588753700256,0.18623962040332148,471,2058
Fosfomycin-Trometamol,0.6408575177192688,0.1959016393442623,239,981
Fusidic acid,0.732079803943634,0.3201990875155537,772,1639
Gentamicin,0.7440497875213623,0.12873169804145274,677,4582
Imipenem,0.9051737785339355,0.19630721887421465,1531,6268
Levofloxacin,0.7398273348808289,0.19166475841538813,837,3530
Meropenem,0.8724409341812134,0.16420692869349077,1057,5380
Mupirocin,0.9609546065330505,0.10679611650485436,110,920
Nitrofurantoin,0.9397621154785156,0.2672672672672673,267,732
Norfloxacin,0.5038142800331116,0.1394640682095006,229,1413
Oxacillin,0.927320122718811,0.4246885617214043,1125,1524
Penicillin,0.9673299193382263,0.7490438364224772,2546,853
Piperacillin-Tazobactam,0.7616583704948425,0.19569698531306365,1519,6243
Polymyxin B,0.9981755018234253,0.16936936936936936,94,461
Rifampicin,0.5408942699432373,0.03994845360824742,124,2980
Teicoplanin,0.3974933922290802,0.029086678301337987,50,1669
Tetracycline,0.8231198191642761,0.2542796005706134,713,2091
Tobramycin,0.46723681688308716,0.0951856946354883,346,3289
Vancomycin,0.7535773515701294,0.010599855456516502,44,4107
micro,0.8616648316383362,0.24534887854121495,,
macro,0.7641812711954117,NaN,,
