class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amikacin,0.26560816168785095,0.04720357941834452,211,4259
Amoxicillin-Clavulanic acid,0.872937798500061,0.3474221408008375,2655,4987
Ampicillin,0.9363603591918945,0.6733466933867736,1680,815
Ampicillin-Amoxicillin,0.9844312071800232,0.8127997049059388,4407,1015
Aztreonam,0.8898929357528687,0.5747663551401869,123,91
Benzylpenicillin,0.9663093090057373,0.5504587155963303,120,98
Cefazolin,0.9158007502555847,0.42091836734693877,825,1135
Cefepime,0.7885589599609375,0.18441358024691357,1434,6342
Cefpodoxime,0.8927565813064575,0.3479553903345725,468,877
Ceftazidime,0.4808616638183594,0.11899717514124294,674,4990
Ceftriaxone,0.7974446415901184,0.22620169651272384,1680,5747
Cefuroxime,0.8868098258972168,0.40434627716423227,1135,1672
Ciprofloxacin,0.7128486037254333,0.20260021668472372,1870,7360
Clarithromycin,0.6226808428764343,0.19207317073170732,63,265
Clindamycin,0.7079083919525146,0.2924187725631769,810,1960
Colistin,0.9831417202949524,0.16566186107470512,632,3183
Cotrimoxazole,0.7479084730148315,0.2277855045588008,1474,4997
Ertapenem,0.2908465564250946,0.018526785714285714,83,4397
Erythromycin,0.7233188152313232,0.36925236925236926,1052,1797
Fosfomycin,0.6780943274497986,0.16783216783216784,408,2023
Fosfomycin-Trometamol,0.6008301973342896,0.21304706853839803,258,953
Fusidic acid,0.7296810150146484,0.2924686192468619,699,1691
Gentamicin,0.6818923950195312,0.1335690434099391,680,4411
Imipenem,0.8733131289482117,0.19219984705582463,1508,6338
Levofloxacin,0.7269693613052368,0.18027360988526037,817,3715
Meropenem,0.8493345379829407,0.15727916281932902,1022,5476
Mupirocin,0.9849098920822144,0.10609037328094302,108,910
Nitrofurantoin,0.9359102249145508,0.24183673469387756,237,743
Norfloxacin,0.5229914784431458,0.14004914004914004,228,1400
Oxacillin,0.9153099656105042,0.41861355802374567,1093,1518
Penicillin,0.971014142036438,0.7460462287104623,2453,835
Piperacillin-Tazobactam,0.7283340692520142,0.19221850038649832,1492,6270
Polymyxin B,0.9994152784347534,0.16363636363636364,90,460
Rifampicin,0.542249858379364,0.036482084690553744,112,2958
Teicoplanin,0.534348726272583,0.028356481481481483,49,1679
Tetracycline,0.8131547570228577,0.26547052361772244,725,2006
Tobramycin,0.3660157322883606,0.08377239199157008,318,3478
Vancomycin,0.8067194819450378,0.010186757215619695,42,4081
micro,0.8524852991104126,0.2398217065836337,,
macro,0.7559714254580046,NaN,,
