class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.6698256731033325,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.4826070964336395,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.8214882612228394,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.6745283007621765,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.4313725531101227,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.5783085823059082,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.5750969052314758,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.7803403735160828,716,2159
Cefuroxime,0.4008394181728363,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6426137685775757,396,3385
Clarithromycin,0.6655842065811157,215,835
Clindamycin,0.8846905827522278,397,826
Colistin,0.6285713911056519,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.7369999885559082,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.6117161512374878,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.48366010189056396,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7910542488098145,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.5120177268981934,31,714
Gentamicin,0.35045042634010315,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8381057977676392,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.8048245906829834,3,304
Meropenem,0.5069444179534912,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.048543691635131836,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.1818181872367859,4,66
Mupirocin,0.8595460653305054,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8951473236083984,325,1426
Norfloxacin,0.39936619997024536,191,1140
Novobiocin,0.39938557147979736,7,93
Oxacillin,0.8947303891181946,710,851
Penicillin,0.5553592443466187,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6268564462661743,309,2185
Polymyxin B,0.2683413028717041,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7212042212486267,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.40548205375671387,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8512522578239441,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.6277531385421753,,
macro,0.4777972503848698,,
