class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,1.0,1.0,1674,0
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,1.0,1.0,1,0
Amoxicillin+Clavulanic acid,0.015109322965145111,0.012658227848101266,2,156
Amoxicillin-Clavulanic acid,0.5,0.08333333333333333,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,0.001172332908026874,0.0009337068160597573,1,1070
Ampicillin,0.6353167295455933,0.5186976144422953,8045,7465
Ampicillin+Sulbactam,0.5623652935028076,0.5204131031144102,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,0.2493869960308075,0.2046070460704607,151,587
Aztreonam,NaN,NaN,NaN,NaN
Bacitracin,0.2115349918603897,0.2543859649122807,29,85
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.17770357429981232,0.19042437431991294,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.9948428273200989,0.9941022280471822,1517,9
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,0.09462618827819824,0.10804742231004132,1203,9931
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,1.0,1.0,1,0
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,0.5396825671195984,0.3,3,7
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.3100947141647339,0.24645464462532515,2937,8980
Ceftazidime-Avibactam,0.3795793652534485,0.3055555555555556,22,50
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.36998745799064636,0.2328767123287671,17,56
Ceftriaxone,0.1652996987104416,0.10956138741053405,597,4852
Cefuroxime,0.9981691837310791,0.999591113534142,7334,3
Chloramphenicol,NaN,NaN,NaN,NaN
Ciprofloxacin,0.34313443303108215,0.26110933503836314,3267,9245
Clarithromycin,0.24624162912368774,0.2046070460704607,151,587
Clindamycin,0.6423812508583069,0.5035977859778598,5459,5381
Colistin,NaN,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.38136643171310425,0.26806384172148284,5257,14354
Daptomycin,NaN,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN,NaN
Erythromycin,0.7374464273452759,0.5719210278909432,5475,4098
Fluconazol,0.27404576539993286,0.17342130065975495,184,877
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.3157373070716858,0.18927218753198893,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,0.15953029692173004,0.11403508771929824,13,101
Gentamicin,0.8478773832321167,0.7252275459385197,12669,4800
Gentamicin_high_level,NaN,NaN,NaN,NaN
Imipenem,0.8005727529525757,0.25772251308900523,3938,11342
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.6819642782211304,0.2746007212776919,1599,4224
Linezolid,0.01150231808423996,0.00696336663639116,69,9840
Meropenem,0.15122480690479279,0.041425353925353924,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN,NaN
Micafungin,0.036297786980867386,0.0037267080745341614,3,802
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,0.43468672037124634,0.3575703552782376,2808,5045
Mupirocin,0.12306791543960571,0.06837606837606838,8,109
Neomycin,0.201528400182724,0.30434782608695654,35,80
Nitrofurantoin,0.1904137283563614,0.03633341249109475,153,4058
Norfloxacin,NaN,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.5815153121948242,0.32933709449929477,1868,3804
Penicillin,0.1396114081144333,0.08602150537634409,16,170
PenicillinG,0.8103985786437988,0.7573377960865088,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,0.9511778354644775,0.9628942486085343,1557,60
Piperacillin-Tazobactam,0.3800533413887024,0.2793515500960976,3343,8624
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.11484911292791367,0.03253182461103253,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.04545454680919647,0.041666666666666664,1,23
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.44856584072113037,0.22671794014378865,1356,4625
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN,NaN
Tigecycline,0.019370801746845245,0.010249508230665701,99,9560
Tobramycin,1.0,1.0,1685,0
Vancomycin,0.10319411754608154,0.030328094844223878,330,10551
Voriconazole,0.008705984801054,0.010012515644555695,8,791
micro,0.5056686401367188,0.33282637092626105,,
macro,0.4160568929842806,NaN,,
