class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.0,1674,0
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,0.0,1,0
Amoxicillin+Clavulanic acid,0.37820515036582947,2,156
Amoxicillin-Clavulanic acid,0.9090909361839294,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,0.20373833179473877,1,1070
Ampicillin,0.6430876851081848,8045,7465
Ampicillin+Sulbactam,0.5776150226593018,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.5690062046051025,151,587
Aztreonam,NaN,NaN,NaN
Bacitracin,0.41541582345962524,29,85
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.4501459002494812,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.5908591151237488,1517,9
Cefixime,NaN,NaN,NaN
Cefotaxim,0.44245755672454834,1203,9931
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.0,1,0
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,0.476190447807312,3,7
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6293920278549194,2937,8980
Ceftazidime-Avibactam,0.5909091234207153,22,50
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.6081933379173279,17,56
Ceftriaxone,0.64601069688797,597,4852
Cefuroxime,0.3321061432361603,7334,3
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6153811812400818,3267,9245
Clarithromycin,0.556844174861908,151,587
Clindamycin,0.6341105699539185,5459,5381
Colistin,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6432947516441345,5257,14354
Daptomycin,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN
Erythromycin,0.676436185836792,5475,4098
Fluconazol,0.6171669960021973,184,877
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.6394105553627014,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.43716683983802795,13,101
Gentamicin,0.7102004885673523,12669,4800
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.8922640681266785,3938,11342
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7790613770484924,1599,4224
Linezolid,0.6376502513885498,69,9840
Meropenem,0.7582783102989197,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,0.8108894228935242,3,802
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.5649664998054504,2808,5045
Mupirocin,0.6020642518997192,8,109
Neomycin,0.21964284777641296,35,80
Nitrofurantoin,0.7469503283500671,153,4058
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7431948781013489,1868,3804
Penicillin,0.6639705896377563,16,170
PenicillinG,0.5777812600135803,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.4968743324279785,1557,60
Piperacillin-Tazobactam,0.6412221193313599,3343,8624
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.7876601219177246,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.08695650100708008,1,23
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7033891677856445,1356,4625
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.6673629283905029,99,9560
Tobramycin,0.0,1685,0
Vancomycin,0.8030190467834473,330,10551
Voriconazole,0.27354615926742554,8,791
micro,0.7082691192626953,,
macro,0.4640206966483802,,
