class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.7460684180259705,26,900
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8109583258628845,536,1454
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.2303413450717926,714,634
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,NaN,NaN,NaN
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,0.25842875242233276,618,457
Benzylpenicillin_others,0.6399999856948853,2,25
Benzylpenicillin_with_meningitis,0.5799999833106995,2,25
Benzylpenicillin_with_pneumonia,0.26923078298568726,1,26
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.7885478734970093,269,1420
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.36151883006095886,234,566
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.7109067440032959,106,834
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,NaN,NaN,NaN
Ceftriaxone,0.699103593826294,115,970
Cefuroxime,0.6720283031463623,304,499
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.7540366649627686,339,1680
Clarithromycin,0.608060359954834,36,173
Clindamycin,0.6100079417228699,211,822
Colistin,NaN,NaN,NaN
Cotrimoxazol,0.5284767746925354,196,1553
Cotrimoxazole,NaN,NaN,NaN
Daptomycin,0.3662952780723572,1,718
Doxycycline,NaN,NaN,NaN
Ertapenem,0.8259235620498657,20,785
Erythromycin,0.6457001566886902,234,714
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.5503069162368774,293,1242
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.7301440834999084,176,560
Gentamicin,0.7248992323875427,133,1414
Gentamicin_high_level,0.6052141189575195,36,179
Imipenem,0.8778021335601807,92,1123
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.7871145009994507,197,1007
Linezolid,NaN,NaN,NaN
Meropenem,0.6903064250946045,11,905
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.7701148986816406,3,29
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,NaN,NaN,NaN
Mupirocin,0.6194214820861816,10,726
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.7678058743476868,534,481
Norfloxacin,0.700982391834259,143,657
Novobiocin,NaN,NaN,NaN
Oxacillin,0.7771332263946533,186,545
Penicillin,NaN,NaN,NaN
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.6225290894508362,188,987
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.795261800289154,13,789
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,0.5446428656578064,26,56
Teicoplanin,0.772554337978363,10,736
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7387601733207703,130,747
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.7680628299713135,2,955
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8485143780708313,16,1220
Voriconazole,NaN,NaN,NaN
micro,0.7609497904777527,,
macro,0.6199301108717918,,
