,antibiotics,AUROC,AUPRC,Susceptible,Resistance
0,Ampicillin,0.9254791736602783,0.9097298979759216,2050,1001
1,Cefotaxim,0.9322569370269775,0.9096901416778564,1466,721
2,Ceftazidime,0.9392387866973877,0.9100443124771118,1590,775
3,Ceftriaxone,0.933805525302887,0.9098812341690063,738,320
4,Ciprofloxacin,0.9376024007797241,0.9098531603813171,1731,776
5,Clindamycin,0.9317376017570496,0.9095470309257507,1418,738
6,Cotrimoxazole,0.9354799389839172,0.9097302556037903,2601,1309
7,Erythromycin,0.9422014951705933,0.9100316762924194,1276,644
8,Fosfomycin,0.9425443410873413,0.9102087020874023,1309,642
9,Gentamicin,0.93294358253479,0.9100316762924194,2335,1146
10,Imipenem,0.9362078905105591,0.9101046323776245,2052,990
11,Levofloxacin,0.9445757865905762,0.9104062914848328,771,405
12,Meropenem,0.9409360289573669,0.9107363224029541,1623,855
13,Moxifloxacin,0.9442632794380188,0.9110177755355835,1025,503
14,Oxacillin,0.9323388338088989,0.9109528064727783,755,386
15,PenicillinG,0.9442718029022217,0.9109507203102112,1065,465
16,Piperacillin-Tazobactam,0.9433019161224365,0.9110853672027588,1609,768
17,Tetracycline,0.9385886192321777,0.9112054705619812,793,409
18,Vancomycin,0.9274447560310364,0.9108933806419373,1476,688
