class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8520450592041016,0.25862068965517243,105,301
Ampicillin,0.9838696718215942,0.5218978102189781,143,131
Benzylpenicillin,0.9719635248184204,0.58,116,84
Cefepime,0.5996447801589966,0.150997150997151,53,298
Ciprofloxacin,0.6010780334472656,0.18854415274463007,79,340
Clindamycin,0.5991762280464172,0.20512820512820512,40,155
Fosfomycin,0.8756098747253418,0.17391304347826086,56,266
Nitrofurantoin,0.9997650384902954,0.5136363636363637,113,107
micro,0.9040404558181763,0.29534981147884376,,
macro,0.8103940263390541,NaN,,
