class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8468862771987915,0.26208651399491095,103,290
Ampicillin,0.9816246032714844,0.5535055350553506,150,121
Benzylpenicillin,0.9796088337898254,0.5728155339805825,118,88
Cefepime,0.7411438822746277,0.13432835820895522,45,290
Ciprofloxacin,0.6221745610237122,0.18434343434343434,73,323
Clindamycin,0.524783730506897,0.18316831683168316,37,165
Fosfomycin,0.7936186790466309,0.15614617940199335,47,254
Nitrofurantoin,0.9931489825248718,0.5294117647058824,108,96
micro,0.9058182835578918,0.29506065857885616,,
macro,0.8103736937046051,NaN,,
