class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Amoxicillin-Clavulanic acid,0.8553346395492554,0.25307125307125306,103,304
Ampicillin,0.9775809049606323,0.5342960288808665,148,129
Benzylpenicillin,0.9765965938568115,0.5753424657534246,126,93
Cefepime,0.6472075581550598,0.16176470588235295,55,285
Ciprofloxacin,0.5895150899887085,0.1517412935323383,61,341
Clindamycin,0.6726565957069397,0.1895734597156398,40,171
Fosfomycin,0.7933931946754456,0.15822784810126583,50,266
Nitrofurantoin,0.9960961937904358,0.5410628019323671,112,95
micro,0.9018399715423584,0.2921395544346364,,
macro,0.8135475963354111,NaN,,
