class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN,NaN
Amikacin,1.0,1.0,1674,0
Aminoglycosides,NaN,NaN,NaN,NaN
Amoxicillin,1.0,1.0,1,0
Amoxicillin+Clavulanic acid,0.017940465360879898,0.012658227848101266,2,156
Amoxicillin-Clavulanic acid,0.5,0.08333333333333333,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN,NaN
AmphotericinB,0.0010362694738432765,0.0009337068160597573,1,1070
Ampicillin,0.41842806339263916,0.5186976144422953,8045,7465
Ampicillin+Sulbactam,0.6673702001571655,0.5204131031144102,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN,NaN
Azithromycin,0.2472817301750183,0.2046070460704607,151,587
Aztreonam,NaN,NaN,NaN,NaN
Bacitracin,0.1756070852279663,0.2543859649122807,29,85
Benzylpenicillin,NaN,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN,NaN
Caspofungin,0.2109968662261963,0.19042437431991294,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN,NaN
Cefepime,0.9963597655296326,0.9941022280471822,1517,9
Cefixime,NaN,NaN,NaN,NaN
Cefotaxim,0.08530427515506744,0.10804742231004132,1203,9931
Cefotaxime,NaN,NaN,NaN,NaN
Cefoxitin,1.0,1.0,1,0
Cefoxitin_screen,NaN,NaN,NaN,NaN
Cefpodoxime,0.5396825671195984,0.3,3,7
Ceftarolin,NaN,NaN,NaN,NaN
Ceftazidime,0.34004491567611694,0.24645464462532515,2937,8980
Ceftazidime-Avibactam,0.2811957597732544,0.3055555555555556,22,50
Ceftobiprole,NaN,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.40069839358329773,0.2328767123287671,17,56
Ceftriaxone,0.17557665705680847,0.10956138741053405,597,4852
Cefuroxime,0.9988609552383423,0.999591113534142,7334,3
Chloramphenicol,NaN,NaN,NaN,NaN
Ciprofloxacin,0.3562753200531006,0.26110933503836314,3267,9245
Clarithromycin,0.2571954131126404,0.2046070460704607,151,587
Clindamycin,0.6666460037231445,0.5035977859778598,5459,5381
Colistin,NaN,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN,NaN
Cotrimoxazole,0.40948206186294556,0.26806384172148284,5257,14354
Daptomycin,NaN,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN,NaN
Erythromycin,0.6908990144729614,0.5719210278909432,5475,4098
Fluconazol,0.15159137547016144,0.17342130065975495,184,877
Fluconazole,NaN,NaN,NaN,NaN
Fosfomycin,0.2651316821575165,0.18927218753198893,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN,NaN
Fusidic acid,0.11096039414405823,0.11403508771929824,13,101
Gentamicin,0.7977109551429749,0.7252275459385197,12669,4800
Gentamicin_high_level,NaN,NaN,NaN,NaN
Imipenem,0.8232338428497314,0.25772251308900523,3938,11342
Isavuconazole,NaN,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN,NaN
Levofloxacin,0.6545975208282471,0.2746007212776919,1599,4224
Linezolid,0.00980440154671669,0.00696336663639116,69,9840
Meropenem,0.19546319544315338,0.041425353925353924,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN,NaN
Micafungin,0.02082362212240696,0.0037267080745341614,3,802
Minocycline,NaN,NaN,NaN,NaN
Moxifloxacin,0.40015867352485657,0.3575703552782376,2808,5045
Mupirocin,0.1063961386680603,0.06837606837606838,8,109
Neomycin,0.5949485301971436,0.30434782608695654,35,80
Nitrofurantoin,0.20573493838310242,0.03633341249109475,153,4058
Norfloxacin,NaN,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.551545262336731,0.32933709449929477,1868,3804
Penicillin,0.10501328110694885,0.08602150537634409,16,170
PenicillinG,0.7335414290428162,0.7573377960865088,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN,NaN
Piperacillin,0.9404563903808594,0.9628942486085343,1557,60
Piperacillin-Tazobactam,0.4388681948184967,0.2793515500960976,3343,8624
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN,NaN
Rifampicin,0.14862695336341858,0.03253182461103253,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.0555555559694767,0.041666666666666664,1,23
Teicoplanin_GRD,NaN,NaN,NaN,NaN
Tetracycline,0.4797397255897522,0.22671794014378865,1356,4625
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN,NaN
Tigecycline,0.04654068499803543,0.010249508230665701,99,9560
Tobramycin,1.0,1.0,1685,0
Vancomycin,0.14292237162590027,0.030328094844223878,330,10551
Voriconazole,0.00816928967833519,0.010012515644555695,8,791
micro,0.4914875328540802,0.33282637092626105,,
macro,0.4168248202399902,NaN,,
