class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.0,1674,0
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,0.0,1,0
Amoxicillin+Clavulanic acid,0.4711538553237915,2,156
Amoxicillin-Clavulanic acid,0.9090909361839294,1,11
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,0.09906542301177979,1,1070
Ampicillin,0.3732834756374359,8045,7465
Ampicillin+Sulbactam,0.631453275680542,6450,5944
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.5795097351074219,151,587
Aztreonam,NaN,NaN,NaN
Bacitracin,0.26774847507476807,29,85
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,0.5409446954727173,175,744
Cefalotin-Cefazolin,NaN,NaN,NaN
Cefazolin,NaN,NaN,NaN
Cefepime,0.610561728477478,1517,9
Cefixime,NaN,NaN,NaN
Cefotaxim,0.4014280438423157,1203,9931
Cefotaxime,NaN,NaN,NaN
Cefoxitin,0.0,1,0
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,0.476190447807312,3,7
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6614618301391602,2937,8980
Ceftazidime-Avibactam,0.4599999487400055,22,50
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,0.7037815451622009,17,56
Ceftriaxone,0.6620655059814453,597,4852
Cefuroxime,0.46023085713386536,7334,3
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.6236554384231567,3267,9245
Clarithromycin,0.5810214281082153,151,587
Clindamycin,0.666069746017456,5459,5381
Colistin,NaN,NaN,NaN
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6714857816696167,5257,14354
Daptomycin,NaN,NaN,NaN
Doxycycline,NaN,NaN,NaN
Ertapenem,NaN,NaN,NaN
Erythromycin,0.6227803826332092,5475,4098
Fluconazol,0.40239080786705017,184,877
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.5231943130493164,1849,7920
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.3861386179924011,13,101
Gentamicin,0.6240087747573853,12669,4800
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.910800576210022,3938,11342
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,0.764121949672699,1599,4224
Linezolid,0.6123895049095154,69,9840
Meropenem,0.8076089024543762,515,11917
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,NaN,NaN,NaN
Micafungin,0.8482959270477295,3,802
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.5264357924461365,2808,5045
Mupirocin,0.5114678740501404,8,109
Neomycin,0.6921428442001343,35,80
Nitrofurantoin,0.7474672794342041,153,4058
Norfloxacin,NaN,NaN,NaN
Novobiocin,NaN,NaN,NaN
Oxacillin,0.723528265953064,1868,3804
Penicillin,0.5511029958724976,16,170
PenicillinG,0.43629807233810425,5883,1885
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,0.3789445757865906,1557,60
Piperacillin-Tazobactam,0.6878318786621094,3343,8624
Polymyxin B,NaN,NaN,NaN
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.775765597820282,184,5472
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,0.260869562625885,1,23
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.7489968538284302,1356,4625
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,0.7231087684631348,99,9560
Tobramycin,0.0,1685,0
Vancomycin,0.8328155279159546,330,10551
Voriconazole,0.3596712648868561,8,791
micro,0.6976883411407471,,
macro,0.46155051024336563,,
