class,ROCAUC,n_positives,n_negatives
5-Fluorocytosine,NaN,NaN,NaN
Amikacin,0.714452862739563,33,1813
Aminoglycosides,NaN,NaN,NaN
Amoxicillin,NaN,NaN,NaN
Amoxicillin+Clavulanic acid,NaN,NaN,NaN
Amoxicillin-Clavulanic acid,0.8102505207061768,1394,3150
Amoxicillin-Clavulanic acid_uncomplicated_HWI,NaN,NaN,NaN
AmphotericinB,NaN,NaN,NaN
Ampicillin,0.6084263324737549,3024,1523
Ampicillin+Sulbactam,NaN,NaN,NaN
Ampicillin-Amoxicillin,NaN,NaN,NaN
Ampicillin-Sulbactam,NaN,NaN,NaN
Anidulafungin,NaN,NaN,NaN
Azithromycin,0.5377358198165894,2,53
Aztreonam,NaN,NaN,NaN
Bacitracin,NaN,NaN,NaN
Benzylpenicillin,NaN,NaN,NaN
Benzylpenicillin_others,NaN,NaN,NaN
Benzylpenicillin_with_meningitis,NaN,NaN,NaN
Benzylpenicillin_with_pneumonia,NaN,NaN,NaN
Caspofungin,NaN,NaN,NaN
Cefalotin-Cefazolin,0.6470588445663452,51,1
Cefazolin,NaN,NaN,NaN
Cefepime,0.6291899085044861,259,1582
Cefixime,NaN,NaN,NaN
Cefotaxim,NaN,NaN,NaN
Cefotaxime,NaN,NaN,NaN
Cefoxitin,NaN,NaN,NaN
Cefoxitin_screen,NaN,NaN,NaN
Cefpodoxime,NaN,NaN,NaN
Ceftarolin,NaN,NaN,NaN
Ceftazidime,0.6347259283065796,354,2420
Ceftazidime-Avibactam,NaN,NaN,NaN
Ceftobiprole,NaN,NaN,NaN
Ceftolozane-Tazobactam,1.0,1,1
Ceftriaxone,0.6218438148498535,716,2159
Cefuroxime,0.6144767999649048,1076,1766
Chloramphenicol,NaN,NaN,NaN
Ciprofloxacin,0.7393327951431274,396,3385
Clarithromycin,0.48433923721313477,215,835
Clindamycin,0.6269569993019104,397,826
Colistin,0.5999999642372131,5,7
Cotrimoxazol,NaN,NaN,NaN
Cotrimoxazole,0.6038407683372498,1253,2822
Daptomycin,NaN,NaN,NaN
Doxycycline,0.5982460379600525,44,793
Ertapenem,NaN,NaN,NaN
Erythromycin,0.7843137383460999,3,51
Fluconazol,NaN,NaN,NaN
Fluconazole,NaN,NaN,NaN
Fosfomycin,0.7371516227722168,503,752
Fosfomycin-Trometamol,NaN,NaN,NaN
Fusidic acid,0.7597812414169312,31,714
Gentamicin,0.571570634841919,550,3441
Gentamicin_high_level,NaN,NaN,NaN
Imipenem,0.7694410681724548,44,1812
Isavuconazole,NaN,NaN,NaN
Itraconazole,NaN,NaN,NaN
Levofloxacin,NaN,NaN,NaN
Linezolid,0.3267544209957123,3,304
Meropenem,0.861111044883728,8,18
Meropenem_with_meningitis,NaN,NaN,NaN
Meropenem_without_meningitis,NaN,NaN,NaN
Metronidazole,0.33009710907936096,2,103
Micafungin,NaN,NaN,NaN
Minocycline,NaN,NaN,NaN
Moxifloxacin,0.29924240708351135,4,66
Mupirocin,0.525901198387146,535,140
Neomycin,NaN,NaN,NaN
Nitrofurantoin,0.8697744607925415,325,1426
Norfloxacin,0.7531872987747192,191,1140
Novobiocin,0.8125959634780884,7,93
Oxacillin,0.7208967208862305,710,851
Penicillin,0.7249118089675903,724,412
PenicillinG,NaN,NaN,NaN
Penicillin_with_endokarditis,NaN,NaN,NaN
Penicillin_with_meningitis,NaN,NaN,NaN
Penicillin_with_other_infections,NaN,NaN,NaN
Penicillin_with_pneumonia,NaN,NaN,NaN
Penicillin_without_endokarditis,NaN,NaN,NaN
Piperacillin,NaN,NaN,NaN
Piperacillin-Tazobactam,0.5958202481269836,309,2185
Polymyxin B,0.33934906125068665,486,2305
Posaconazole,NaN,NaN,NaN
Quinolones,NaN,NaN,NaN
Rifampicin,0.4571334719657898,4,764
Rifampicin_1mg-l,NaN,NaN,NaN
Strepomycin_high_level,NaN,NaN,NaN
Teicoplanin,NaN,NaN,NaN
Teicoplanin_GRD,NaN,NaN,NaN
Tetracycline,0.42627596855163574,23,46
Ticarcillin,NaN,NaN,NaN
Ticarcillin-Clavulan acid,NaN,NaN,NaN
Tigecycline,NaN,NaN,NaN
Tobramycin,NaN,NaN,NaN
Vancomycin,0.8950812220573425,16,1108
Voriconazole,NaN,NaN,NaN
micro,0.7232644557952881,,
macro,0.5006797248902528,,
